!!!ObjTables DocumentName='' Name='' ObjTablesVersion='1.0' Date='2021-4-5' schema='SBtab' objTablesVersion='1.0.1'
!!ObjTables TableID='compartment' Document='Escherichia_coli_iCH360' TableType='Compartment' SBtabVersion='1.0' schema='SBtab' type='Data' tableFormat='row' class='Compartment' name='Compartment' objTablesVersion='1.0.1'
!ID	!Name	!Size	!Unit	!SBOTerm
c	cytosol	nan		
e	extracellular space	nan		
p	periplasm	nan		

!!ObjTables TableID='compound' Document='Escherichia_coli_iCH360' TableType='Compound' SBtabVersion='1.0' schema='SBtab' type='Data' tableFormat='row' class='Compound' name='Compound' objTablesVersion='1.0.1'
!ID	!Name	!Location	!IsConstant	!SBOTerm	!InitialConcentration	!hasOnlySubstanceUnits	!SBML:fbc:chemicalFormula	!SBML:fbc:charge	!Identifiers:biocyc	!Identifiers:obo.chebi	!Identifiers:hmdb	!Identifiers:bigg.metabolite	!Identifiers:inchikey	!Identifiers:kegg.compound	!Identifiers:metanetx.chemical	!Identifiers:reactome	!Identifiers:sabiork.compound	!Identifiers:seed.compound	!Identifiers:kegg_compound	!Identifiers:envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound	!Identifiers:envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound	!Identifiers:kegg.drug	!Identifiers:envipath/4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound	!Identifiers:lipidmaps	!Identifiers:envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound	!Identifiers:seed_compound	!Identifiers:slm	!Identifiers:sabiork	!Identifiers:kegg_glycan	!Identifiers:metanetx_chemical	!Identifiers:reactome_compound
R_NDPK8	Nucleoside-diphosphate kinase (ATP:dADP)	M_atp_c + M_dadp_c <=> M_adp_c + M_datp_c				SBO:0000176	True	(G_b0474 or G_b2518)	cobra_default_lb	cobra_default_ub	META:DADPKIN-RXN		27676	NDPK8	2.7.4.6			rxn00839	R01137		MNXR101940			
R_DHORTS	Dihydroorotase	M_dhor__S_c + M_h2o_c <=> M_cbasp_c + M_h_c				SBO:0000176	True	G_b1062	cobra_default_lb	cobra_default_ub	META:DIHYDROOROT-RXN		24297	DHORTS	3.5.2.3	MNXR97428	399	rxn01465	R01993	R-PFA-73571				
R_OMPDC	Orotidine-5'-phosphate decarboxylase	M_h_c + M_orot5p_c <=> M_co2_c + M_ump_c				SBO:0000176	False	G_b1281	cobra_0_bound	cobra_default_ub	META:OROTPDECARB-RXN		11598	OMPDC	4.1.1.23	MNXR102190	463	rxn00710	R00965	R-XTR-73564				
R_G5SD	Glutamate-5-semialdehyde dehydrogenase	M_glu5p_c + M_h_c + M_nadph_c <=> M_glu5sa_c + M_nadp_c + M_pi_c				SBO:0000176	False	G_b0243	cobra_0_bound	cobra_default_ub	META:GLUTSEMIALDEHYDROG-RXN	R03313	19542	G5SD	1.2.1.41	MNXR99896	3127	rxn02373						
R_CS	Citrate synthase	M_accoa_c + M_h2o_c + M_oaa_c <=> M_cit_c + M_coa_c + M_h_c				SBO:0000176	False	G_b0720	cobra_0_bound	cobra_default_ub	META:RXN-14905		16848	CS	2.3.3.3	MNXR96920	267	rxn00256	R00351	R-BTA-70975				
R_ICDHyr	Isocitrate dehydrogenase (NADP)	M_icit_c + M_nadp_c <=> M_akg_c + M_co2_c + M_nadph_c				SBO:0000176	True	G_b1136	cobra_default_lb	cobra_default_ub			19632	ICDHyr	1.1.1.42		269	rxn00198	R00267		MNXR100781			
R_ACALD	Acetaldehyde dehydrogenase (acetylating)	M_acald_c + M_coa_c + M_nad_c <=> M_accoa_c + M_h_c + M_nadh_c				SBO:0000176	True	(G_b0351 or G_b1241)	cobra_default_lb	cobra_default_ub	META:ACETALD-DEHYDROG-RXN	R00228	23288	ACALD	1.2.1.10	MNXR95210	163	rxn00171						
R_PPA	Inorganic diphosphatase	M_h2o_c + M_ppi_c <=> M_h_c + 2.0 M_pi_c				SBO:0000176	False	(G_b2744 or G_b2502 or G_b4226)	cobra_0_bound	cobra_default_ub	META:INORGPYROPHOSPHAT-RXN		24578	PPA	3.6.1.1	MNXR100808	76	rxn11226	R00004	R-DDI-449937				
R_PPCK	Phosphoenolpyruvate carboxykinase	M_atp_c + M_oaa_c <=> M_adp_c + M_co2_c + M_pep_c				SBO:0000176	False	G_b3403	cobra_0_bound	cobra_default_ub	META:PEPCARBOXYKIN-RXN	R00341	18619	PPCK	4.1.1.49	MNXR103099	151	rxn00247						
R_ME1	Malic enzyme (NAD)	M_mal__L_c + M_nad_c <=> M_co2_c + M_nadh_c + M_pyr_c				SBO:0000176	False	G_b1479	cobra_0_bound	cobra_default_ub	META:1.1.1.39-RXN	R00214	12656	ME1	1.1.1.39	MNXR101446	141	rxn00159						
R_ALATA_L	L-alanine transaminase	M_akg_c + M_ala__L_c <=> M_glu__L_c + M_pyr_c				SBO:0000176	True	(G_b2290 or G_b2379)	cobra_default_lb	cobra_default_ub	META:RXN-13698		19454	ALATA_L	2.6.1.2	MNXR95698	763	rxn00191	R00258	R-CEL-507775				
R_XYLK	Xylulokinase	M_atp_c + M_xylu__D_c <=> M_adp_c + M_h_c + M_xu5p__D_c				SBO:0000176	False	(G_b0063 or G_b3564)	cobra_0_bound	cobra_default_ub	META:XYLULOKIN-RXN	R01639	10967	XYLK	2.7.1.17	MNXR105255		rxn01199		R-MMU-5662466				
R_RBK	Ribokinase	M_atp_c + M_rib__D_c <=> M_adp_c + M_h_c + M_r5p_c				SBO:0000176	False	G_b3752	cobra_0_bound	cobra_default_ub				RBK	2.7.1.15						MNXR103431			
R_GLYK	Glycerol kinase	M_atp_c + M_glyc_c <=> M_adp_c + M_glyc3p_c + M_h_c				SBO:0000176	False	G_b3926	cobra_0_bound	cobra_default_ub	META:GLYCEROL-KIN-RXN		21646	GLYK	2.7.1.30	MNXR100348	99	rxn00615	R00847	R-PFA-75887				
R_ASPTA	Aspartate transaminase	M_akg_c + M_asp__L_c <=> M_glu__L_c + M_oaa_c				SBO:0000176	True	(G_b0928 or G_b4054)	cobra_default_lb	cobra_default_ub	META:ASPAMINOTRANS-RXN		21826	ASPTA	2.6.1.1	MNXR96079	825	rxn00260	R00355	R-GGA-372719				
R_FBP	Fructose-bisphosphatase	M_fdp_c + M_h2o_c <=> M_f6p_c + M_pi_c				SBO:0000176	False	(G_b4232 or G_b3925 or G_b2930 or G_b3697)	cobra_0_bound	cobra_default_ub			11064	FBP	3.1.3.11	MNXR99465	2084							
R_EX_pi_e	Phosphate exchange	M_pi_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-470		32823	EX_pi_e		MNXR102871	10985	rxn13178						
R_PYK	Pyruvate kinase	M_adp_c + M_h_c + M_pep_c <=> M_atp_c + M_pyr_c				SBO:0000176	False	(G_b1854 or G_b1676)	cobra_0_bound	cobra_default_ub	META:PEPDEPHOS-RXN		18157	PYK	2.7.1.40	MNXR103371	9	rxn00148	R00200	R-XTR-71670				
R_EX_co2_e	CO2 exchange	M_co2_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-545			EX_co2_e		MNXR96810		rxn09860		R-ATH-1247649				
R_GTHOr	Glutathione oxidoreductase	M_gthox_c + M_h_c + M_nadph_c <=> 2.0 M_gthrd_c + M_nadp_c				SBO:0000176	True	G_b3500	cobra_default_lb	cobra_default_ub	META:GLUTATHIONE-REDUCT-NADPH-RXN		11741	GTHOr	1.8.1.7	MNXR100098	695	rxn00086	R00115	R-OSA-3323079				
R_ILETA	Isoleucine transaminase	M_akg_c + M_ile__L_c <=> M_3mop_c + M_glu__L_c				SBO:0000176	True	G_b3770	cobra_default_lb	cobra_default_ub	META:BRANCHED-CHAINAMINOTRANSFERILEU-RXN	R02199	24801	ILETA	2.6.1.42	MNXR96228	9086	rxn01575						
R_DHORD5	Dihydroorotic acid (menaquinone-8)	M_dhor__S_c + M_mqn8_c <=> M_mql8_c + M_orot_c				SBO:0000176	False	G_b0945	cobra_0_bound	cobra_default_ub			29202	DHORD5		MNXR97421		rxn08336						
R_VALTA	Valine transaminase	M_akg_c + M_val__L_c <=> M_3mob_c + M_glu__L_c				SBO:0000176	True	G_b3770	cobra_default_lb	cobra_default_ub	META:BRANCHED-CHAINAMINOTRANSFERVAL-RXN	R01214	24815	VALTA	2.6.1.6	MNXR96230	1446	rxn00903						
R_IPPMIb	2-isopropylmalate hydratase	M_2ippm_c + M_h2o_c <=> M_3c3hmp_c				SBO:0000176	True	(G_b0071 and G_b0072)	cobra_default_lb	cobra_default_ub	META:3-ISOPROPYLMALISOM-RXN		16294	IPPMIb	4.2.1.33			rxn02789	R03968		MNXR100826			
R_ORPT	Orotate phosphoribosyltransferase	M_orot5p_c + M_ppi_c <=> M_orot_c + M_prpp_c				SBO:0000176	True	G_b3642	cobra_default_lb	cobra_default_ub	META:OROPRIBTRANS-RXN		10380	ORPT	2.4.2.10	MNXR102231	401	rxn01362	R01870	R-RNO-73567				
R_ACHBS	2-aceto-2-hydroxybutanoate synthase	M_2obut_c + M_h_c + M_pyr_c <=> M_2ahbut_c + M_co2_c				SBO:0000176	False	((G_b3670 and G_b3671) or (G_b0077 and G_b0078))	cobra_0_bound	cobra_default_ub	META:ACETOOHBUTSYN-RXN		27656	ACHBS	2.2.1.6		6688		R08648		MNXR95260			
R_DHAD2	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	M_23dhmp_c <=> M_3mop_c + M_h2o_c				SBO:0000176	False	G_b3771	cobra_0_bound	cobra_default_ub	META:DIHYDROXYMETVALDEHYDRAT-RXN		27695	DHAD2	4.2.1.9	MNXR97359			R05070					
R_ACLS	Acetolactate synthase	M_h_c + 2.0 M_pyr_c <=> M_alac__S_c + M_co2_c				SBO:0000176	False	((G_b0077 and G_b0078) or (G_b3670 and G_b3671))	cobra_0_bound	cobra_default_ub	META:ACETOLACTSYN-RXN		25250	ACLS	2.2.1.6		749		R00226		MNXR95271			
R_TRPS2	Tryptophan synthase (indole)	M_indole_c + M_ser__L_c <=> M_h2o_c + M_trp__L_c				SBO:0000176	False	(G_b1260 and G_b1261)	cobra_0_bound	cobra_default_ub	META:RXN0-2382	R00674	26434	TRPS2	4.2.1.20	MNXR104946	1054	rxn00474						
R_PSCVT	3-phosphoshikimate 1-carboxyvinyltransferase	M_pep_c + M_skm5p_c <=> M_3psme_c + M_pi_c				SBO:0000176	True	G_b0908	cobra_default_lb	cobra_default_ub	META:2.5.1.19-RXN		21258	PSCVT	2.5.1.19	MNXR103226	3254	rxn02476	R03460	R-MTU-964886				
R_PFL	Pyruvate formate lyase	M_coa_c + M_pyr_c <=> M_accoa_c + M_for_c				SBO:0000176	False	((G_b0902 and G_b0903) or (G_b0902 and G_b3114) or (G_b3951 and G_b3952) or (G_b0902 and G_b0903 and G_b2579))	cobra_0_bound	cobra_default_ub	META:PYRUVFORMLY-RXN	R00212	11846	PFL	2.3.1.54	MNXR102514	146	rxn00157						
R_ANS	Anthranilate synthase	M_chor_c + M_gln__L_c <=> M_anth_c + M_glu__L_c + M_h_c + M_pyr_c				SBO:0000176	False	(G_b1263 and G_b1264)	cobra_0_bound	cobra_default_ub	META:ANTHRANSYN-RXN	R00986	21732	ANS	4.1.3.27	MNXR95843	1280	rxn00727						
R_FRD2	Fumarate reductase	M_fum_c + M_mql8_c <=> M_mqn8_c + M_succ_c				SBO:0000176	False	(G_b4152 and G_b4151 and G_b4153 and G_b4154)	cobra_0_bound	cobra_default_ub			29217	FRD2		MNXR99637		rxn08527						
R_ANPRT	Anthranilate phosphoribosyltransferase	M_anth_c + M_prpp_c <=> M_ppi_c + M_pran_c				SBO:0000176	False	G_b1263	cobra_0_bound	cobra_default_ub	META:PRTRANS-RXN		11769	ANPRT	2.4.2.18			rxn00791	R01073		MNXR95842			
R_CHORM	Chorismate mutase	M_chor_c <=> M_pphn_c				SBO:0000176	False	(G_b2599 or G_b2600)	cobra_0_bound	cobra_default_ub	META:CHORISMATEMUT-RXN	R01715	13900	CHORM	5.4.99.5	MNXR96708	1827	rxn01256						
R_PTAr	Phosphotransacetylase	M_accoa_c + M_pi_c <=> M_actp_c + M_coa_c				SBO:0000176	True	(G_b2297 or G_b2458)	cobra_default_lb	cobra_default_ub	META:PHOSACETYLTRANS-RXN	R00230	19524	PTAr	2.3.1.8	MNXR103319	72	rxn00173						
R_CHORS	Chorismate synthase	M_3psme_c <=> M_chor_c + M_pi_c				SBO:0000176	False	G_b2329	cobra_0_bound	cobra_default_ub	META:CHORISMATE-SYNTHASE-RXN	R01714	21021	CHORS	4.2.3.5	MNXR96709	1826	rxn01255						
R_IGPS	Indole-3-glycerol-phosphate synthase	M_2cpr5p_c + M_h_c <=> M_3ig3p_c + M_co2_c + M_h2o_c				SBO:0000176	False	G_b1262	cobra_0_bound	cobra_default_ub	META:IGPSYN-RXN		23478	IGPS	4.1.1.48			rxn02507	R03508		MNXR100814			
R_ACKr	Acetate kinase	M_ac_c + M_atp_c <=> M_actp_c + M_adp_c				SBO:0000176	True	(G_b2296 or G_b1849 or G_b3115)	cobra_default_lb	cobra_default_ub	META:ACETATEKIN-RXN	R00315	11352	ACKr	2.7.2.1	MNXR95269	71	rxn00225						
R_LEUTAi	Leucine transaminase (irreversible)	M_4mop_c + M_glu__L_c <=> M_akg_c + M_leu__L_c				SBO:0000176	False	(G_b3770 or G_b4054)	cobra_0_bound	cobra_default_ub	META:BRANCHED-CHAINAMINOTRANSFERLEU-RXN	R01090	18322	LEUTAi	2.6.1.67	MNXR96229	1352	rxn00806						
R_EX_glcn_e	D-Gluconate exchange	M_glcn_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub				EX_glcn_e		MNXR100210	13786	rxn08610						
R_EX_h_e	H+ exchange	M_h_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	META:RXN-14452		34979	EX_h_e		MNXR100765		rxn08730		R-DME-170026				
R_EX_gln__L_e	L-Glutamine exchange	M_gln__L_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	META:TRANS-RXN-233			EX_gln__L_e		MNXR100259	13421			R-SCE-212614		rxn10928		
R_EX_glyc_e	Glycerol exchange	M_glyc_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	META:TRANS-RXN-131		29675	EX_glyc_e		MNXR100343		rxn08658		R-DRE-507871				
R_EX_ac_e	Acetate exchange	M_ac_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	META:TRANS-RXN0-567		27815	EX_ac_e		MNXR95431	12184	rxn08063						
R_EX_akg_e	2-Oxoglutarate exchange	M_akg_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub				EX_akg_e		MNXR95663	13794	rxn13220						
R_EX_pyr_e	Pyruvate exchange	M_pyr_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	META:TRANS-RXN0-570			EX_pyr_e		MNXR103384	12168	rxn09218						
R_EX_succ_e	Succinate exchange	M_succ_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	META:TRANS-RXN0-552			EX_succ_e		MNXR104619		rxn09271						
R_EX_rib__D_e	D-Ribose exchange	M_rib__D_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub				EX_rib__D_e		MNXR104036		rxn09228						
R_EX_fum_e	Fumarate exchange	M_fum_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	META:TRANS-RXN0-553			EX_fum_e		MNXR99715		rxn11013						
R_EX_glu__L_e	L-Glutamate exchange	M_glu__L_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	META:TRANS-RXN-232			EX_glu__L_e		MNXR100301	12283			R-BTA-210439		rxn10917		
R_ENO	Enolase	M_2pg_c <=> M_h2o_c + M_pep_c				SBO:0000176	True	G_b2779	cobra_default_lb	cobra_default_ub	META:2PGADEHYDRAT-RXN		10167	ENO	4.2.1.11	MNXR97932	8	rxn00459	R00658	R-GGA-71660				
R_FBA	Fructose-bisphosphate aldolase	M_fdp_c <=> M_dhap_c + M_g3p_c				SBO:0000176	True	(G_b2925 or G_b2097)	cobra_default_lb	cobra_default_ub			14730	FBA	4.1.2.13		1338	rxn00786	R01068		MNXR99459			
R_HCO3E	HCO3 equilibration reaction	M_co2_c + M_h2o_c <=> M_h_c + M_hco3_c				SBO:0000176	True	(G_b0126 or G_b0339)	cobra_default_lb	cobra_default_ub	META:CARBODEHYDRAT-RXN		10751	HCO3E	4.2.1.1	MNXR100482	703	rxn00102	R10092	R-SSC-1475435				
R_IMPC	IMP cyclohydrolase	M_h2o_c + M_imp_c <=> M_fprica_c				SBO:0000176	True	G_b4006	cobra_default_lb	cobra_default_ub	META:IMPCYCLOHYDROLASE-RXN		18448	IMPC	3.5.4.10	MNXR100783	123	rxn00832	R01127	R-DRE-73797				
R_IMPD	IMP dehydrogenase	M_h2o_c + M_imp_c + M_nad_c <=> M_h_c + M_nadh_c + M_xmp_c				SBO:0000176	False	G_b2508	cobra_0_bound	cobra_default_ub	META:IMP-DEHYDROG-RXN		11709	IMPD	1.1.1.205	MNXR100830	128	rxn00834	R01130	R-SSC-73794				
R_PPS	Phosphoenolpyruvate synthase	M_atp_c + M_h2o_c + M_pyr_c <=> M_amp_c + 2.0 M_h_c + M_pep_c + M_pi_c				SBO:0000176	False	G_b1702	cobra_0_bound	cobra_default_ub	META:PEPSYNTH-RXN	R00199	11365	PPS	2.7.9.2	MNXR103140	148	rxn00147						
R_PGI	Glucose-6-phosphate isomerase	M_g6p_c <=> M_f6p_c				SBO:0000176	True	G_b4025	cobra_default_lb	cobra_default_ub	META:PGLUCISOM-RXN			PGI	5.3.1.9	MNXR102535								
R_PGK	Phosphoglycerate kinase	M_3pg_c + M_atp_c <=> M_13dpg_c + M_adp_c				SBO:0000176	True	G_b2926	cobra_default_lb	cobra_default_ub	META:PHOSGLYPHOS-RXN		14803	PGK	2.7.2.3	MNXR102538	7644	rxn01100	R01512	R-TGU-71850				
R_PGL	6-phosphogluconolactonase	M_6pgl_c + M_h2o_c <=> M_6pgc_c + M_h_c				SBO:0000176	False	G_b0767	cobra_0_bound	cobra_default_ub	META:6PGLUCONOLACT-RXN		12558	PGL	3.1.1.31	MNXR102539	109	rxn01476	R02035	R-SPO-71296				
R_RPE	Ribulose 5-phosphate 3-epimerase	M_ru5p__D_c <=> M_xu5p__D_c				SBO:0000176	True	G_b3386	cobra_default_lb	cobra_default_ub	META:RIBULP3EPIM-RXN		13679	RPE	5.1.3.1	MNXR104083	62	rxn01116	R01529	R-BTA-199803				
R_DHQTi	3-dehydroquinate dehydratase, irreversible	M_3dhq_c <=> M_3dhsk_c + M_h2o_c				SBO:0000176	False	G_b1693	cobra_0_bound	cobra_default_ub	META:3-DEHYDROQUINATE-DEHYDRATASE-RXN	R03084	21098	DHQTi	4.2.1.10	MNXR97449	2924	rxn02213						
R_IPMD	3-isopropylmalate dehydrogenase	M_3c2hmp_c + M_nad_c <=> M_3c4mop_c + M_h_c + M_nadh_c				SBO:0000176	False	(G_b0073 or G_b1800)	cobra_0_bound	cobra_default_ub	META:3-ISOPROPYLMALDEHYDROG-RXN		10892	IPMD	1.1.1.85			rxn03062	R04426		MNXR100878			
R_AIRC3	Phosphoribosylaminoimidazole carboxylase (mutase rxn)	M_5aizc_c <=> M_5caiz_c				SBO:0000176	True	G_b0523	cobra_default_lb	cobra_default_ub	META:RXN0-743		13193	AIRC3	5.4.99.18			rxn05115	R07405		MNXR95645			
R_TALA	Transaldolase	M_g3p_c + M_s7p_c <=> M_e4p_c + M_f6p_c				SBO:0000176	True	(G_b0008 or G_b2464)	cobra_default_lb	cobra_default_ub	META:TRANSALDOL-RXN		17053	TALA	2.2.1.2	MNXR104715			R01827					
R_ADSL2r	Adenylosuccinate lyase	M_25aics_c <=> M_aicar_c + M_fum_c				SBO:0000176	True	G_b1131	cobra_default_lb	cobra_default_ub	META:AICARSYN-RXN	R04559	23921	ADSL2r	4.3.2.2	MNXR108966	121			R-HSA-73800				
R_TKT1	Transketolase	M_r5p_c + M_xu5p__D_c <=> M_g3p_c + M_s7p_c				SBO:0000176	True	(G_b2935 or G_b2465)	cobra_default_lb	cobra_default_ub				TKT1	2.2.1.1						MNXR104868			
R_RNDR1	Ribonucleoside-diphosphate reductase (ADP)	M_adp_c + M_trdrd_c <=> M_dadp_c + M_h2o_c + M_trdox_c				SBO:0000176	False	((G_b2582 and G_b2234 and G_b2235) or (G_b3781 and G_b2234 and G_b2235))	cobra_0_bound	cobra_default_ub	META:ADPREDUCT-RXN			RNDR1	1.17.4.1	MNXR104060			R02017			rxn05231		
R_ALCD2x	Alcohol dehydrogenase (ethanol)	M_etoh_c + M_nad_c <=> M_acald_c + M_h_c + M_nadh_c				SBO:0000176	True	(G_b1241 or G_b1478)	cobra_default_lb	cobra_default_ub	META:ALCOHOL-DEHYDROG-RXN		25293	ALCD2x	1.1.1.1	MNXR95725	597	rxn00543	R00754	R-DDI-71707				
R_RNDR3	Ribonucleoside-diphosphate reductase (CDP)	M_cdp_c + M_trdrd_c <=> M_dcdp_c + M_h2o_c + M_trdox_c				SBO:0000176	False	((G_b3781 and G_b2234 and G_b2235) or (G_b2582 and G_b2234 and G_b2235))	cobra_0_bound	cobra_default_ub	META:CDPREDUCT-RXN			RNDR3	1.17.4.1	MNXR104064			R02024			rxn06076		
R_RNDR4	Ribonucleoside-diphosphate reductase (UDP)	M_trdrd_c + M_udp_c <=> M_dudp_c + M_h2o_c + M_trdox_c				SBO:0000176	False	((G_b3781 and G_b2234 and G_b2235) or (G_b2234 and G_b2235 and G_b2582))	cobra_0_bound	cobra_default_ub	META:UDPREDUCT-RXN			RNDR4	1.17.4.1	MNXR104066			R02018			rxn06075		
R_TMDS	Thymidylate synthase	M_dump_c + M_mlthf_c <=> M_dhf_c + M_dtmp_c				SBO:0000176	False	G_b2827	cobra_0_bound	cobra_default_ub			12105	TMDS	2.1.1.45	MNXR104889			R02101					
R_EX_glc__D_e	D-Glucose exchange	M_glc__D_e <=> 				SBO:0000627	True		R_EX_glc__D_e_lower_bound	cobra_default_ub	META:TRANS-RXN0-574			EX_glc__D_e		MNXR100188	601	rxn08617						
R_DHAD1	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	M_23dhmb_c <=> M_3mob_c + M_h2o_c				SBO:0000176	False	G_b3771	cobra_0_bound	cobra_default_ub	META:DIHYDROXYISOVALDEHYDRAT-RXN		24812	DHAD1	4.2.1.9	MNXR97358			R04441					
R_IPPMIa	3-isopropylmalate dehydratase	M_3c2hmp_c <=> M_2ippm_c + M_h2o_c				SBO:0000176	True	(G_b0071 and G_b0072)	cobra_default_lb	cobra_default_ub	META:RXN-8991	R04001	10676	IPPMIa	4.2.1.33	MNXR100827	3736	rxn02811						
R_MDH	Malate dehydrogenase	M_mal__L_c + M_nad_c <=> M_h_c + M_nadh_c + M_oaa_c				SBO:0000176	True	G_b3236	cobra_default_lb	cobra_default_ub	META:MALATE-DEH-RXN		21435	MDH	1.1.1.299	MNXR101439	113	rxn00248	R00342	R-CEL-70979				
R_FUM	Fumarase	M_fum_c + M_h2o_c <=> M_mal__L_c				SBO:0000176	True	(G_b1612 or G_b4122 or G_b1611)	cobra_default_lb	cobra_default_ub	META:FUMHYDR-RXN		12460	FUM	4.2.1.2	MNXR99705	256	rxn00799	R01082	R-SSC-70982				
R_EX_fru_e	D-Fructose exchange	M_fru_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub				EX_fru_e		MNXR99663	13415	rxn08537		R-DDI-189222				
R_EX_xyl__D_e	D-Xylose exchange	M_xyl__D_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub				EX_xyl__D_e		MNXR105270		rxn09650						
R_KARA1	Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)	M_23dhmb_c + M_nadp_c <=> M_alac__S_c + M_h_c + M_nadph_c				SBO:0000176	True	G_b3774	cobra_default_lb	cobra_default_ub	META:ACETOLACTREDUCTOISOM-RXN		22071	KARA1	1.1.1.383	MNXR97523			R04439					
R_KARA2	Ketol-acid reductoisomerase (2-Acetolactate)	M_2ahbut_c + M_h_c + M_nadph_c <=> M_23dhmp_c + M_nadp_c				SBO:0000176	True	G_b3774	cobra_default_lb	cobra_default_ub	META:ACETOOHBUTREDUCTOISOM-RXN		13493	KARA2	1.1.1.86	MNXR100902								
R_EX_for_e	Formate exchange	M_for_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	META:TRANS-RXN-1		29679	EX_for_e		MNXR99620		rxn08526		R-HSA-6803255			12483	
R_ACCOAC	Acetyl-CoA carboxylase	M_accoa_c + M_atp_c + M_hco3_c <=> M_adp_c + M_h_c + M_malcoa_c + M_pi_c				SBO:0000176	False	(G_b2316 and G_b3255 and G_b3256 and G_b0185)	cobra_0_bound	cobra_default_ub	META:ACETYL-COA-CARBOXYLTRANSFER-RXN		11309	ACCOAC	6.4.1.2	MNXR95219	542	rxn00533	R00742	R-XTR-75851				
R_KAS14	Beta-ketoacyl-ACP synthase	M_acACP_c + M_h_c + M_malACP_c <=> M_ACP_c + M_actACP_c + M_co2_c				SBO:0000176	False	(G_b2323 or G_b1095)	cobra_0_bound	cobra_default_ub	META:3-OXOACYL-ACP-SYNTH-BASE-RXN			KAS14	2.3.1.41	MNXR100912			R04355			rxn05347		
R_ARGSS	Argininosuccinate synthase	M_asp__L_c + M_atp_c + M_citr__L_c <=> M_amp_c + M_argsuc_c + M_h_c + M_ppi_c				SBO:0000176	False	G_b3172	cobra_0_bound	cobra_default_ub	META:ARGSUCCINSYN-RXN		10932	ARGSS	6.3.4.5	MNXR138060	572	rxn01434	R01954	R-HSA-70577				
R_AGPR	N-acetyl-g-glutamyl-phosphate reductase	M_acg5sa_c + M_nadp_c + M_pi_c <=> M_acg5p_c + M_h_c + M_nadph_c				SBO:0000176	True	G_b3958	cobra_default_lb	cobra_default_ub	META:N-ACETYLGLUTPREDUCT-RXN		21589	AGPR	1.2.1.38			rxn02465	R03443		MNXR95530			
R_ICL	Isocitrate lyase	M_icit_c <=> M_glx_c + M_succ_c				SBO:0000176	False	G_b4015	cobra_0_bound	cobra_default_ub			13247	ICL	4.1.3.1		911	rxn00336	R00479		MNXR100789			
R_EX_acald_e	Acetaldehyde exchange	M_acald_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub				EX_acald_e		MNXR95212		rxn08032		R-HSA-449872				
R_GLYCL	Glycine Cleavage System	M_gly_c + M_nad_c + M_thf_c <=> M_co2_c + M_mlthf_c + M_nadh_c + M_nh4_c				SBO:0000176	False	(G_b2904 and G_b2903 and G_b0116 and G_b2905)	cobra_0_bound	cobra_default_ub			27758	GLYCL	2.1.2.10	MNXR100330			R01221					
R_XYLI1	Xylose isomerase	M_xyl__D_c <=> M_xylu__D_c				SBO:0000176	True	G_b3565	cobra_default_lb	cobra_default_ub	META:XYLISOM-RXN		22817	XYLI1	5.3.1.5			rxn01044	R01432		MNXR105253			
R_PPC	Phosphoenolpyruvate carboxylase	M_co2_c + M_h2o_c + M_pep_c <=> M_h_c + M_oaa_c + M_pi_c				SBO:0000176	False	G_b3956	cobra_0_bound	cobra_default_ub			23074	PPC	4.1.1.31		150	rxn00251	R00345		MNXR103096			
R_G3PT	Glycerol-3-phosphatase	M_glyc3p_c + M_h2o_c <=> M_glyc_c + M_pi_c				SBO:0000176	False	(G_b0822 or G_b0675)	cobra_0_bound	cobra_default_ub	META:RXN-14965			G3PT	3.1.3.21			rxn00610	R00841		MNXR99894		1182	
