!!!ObjTables DocumentName='' Name='' ObjTablesVersion='1.0' Date='2021-3-30' schema='SBtab' objTablesVersion='1.0.1'
!!ObjTables TableID='compartment' Document='Escherichia_coli_iCH360_wo_exchange' TableType='Compartment' SBtabVersion='1.0' schema='SBtab' type='Data' tableFormat='row' class='Compartment' name='Compartment' objTablesVersion='1.0.1'
!ID	!Name	!Size	!Unit	!SBOTerm
c	cytosol	nan		
e	extracellular space	nan		
p	periplasm	nan		

!!ObjTables TableID='compound' Document='Escherichia_coli_iCH360_wo_exchange' TableType='Compound' SBtabVersion='1.0' schema='SBtab' type='Data' tableFormat='row' class='Compound' name='Compound' objTablesVersion='1.0.1'
!ID	!Name	!Location	!IsConstant	!SBOTerm	!InitialConcentration	!hasOnlySubstanceUnits	!SBML:fbc:chemicalFormula	!SBML:fbc:charge	!Identifiers:bigg_metabolite	!Identifiers:biocyc	!Identifiers:obo.chebi	!Identifiers:hmdb	!Identifiers:inchi_key	!Identifiers:kegg_compound	!Identifiers:metanetx_chemical	!Identifiers:reactome_compound	!Identifiers:sabiork	!Identifiers:seed_compound	!Identifiers:envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound	!Identifiers:envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound	!Identifiers:kegg_drug	!Identifiers:envipath/4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound	!Identifiers:lipidmaps	!Identifiers:envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound	!Identifiers:slm	!Identifiers:kegg_glycan
R_G5SD	Glutamate-5-semialdehyde dehydrogenase	M_glu5p_c + M_h_c + M_nadph_c <=> M_glu5sa_c + M_nadp_c + M_pi_c				SBO:0000176	False	G_b0243	cobra_0_bound	cobra_default_ub	G5SD	META:GLUTSEMIALDEHYDROG-RXN	1.2.1.41	R03313	MNXR99896	19542	3127	rxn02373	
R_CS	Citrate synthase	M_accoa_c + M_h2o_c + M_oaa_c <=> M_cit_c + M_coa_c + M_h_c				SBO:0000176	False	G_b0720	cobra_0_bound	cobra_default_ub	CS	META:RXN-14905	2.3.3.3	R00351	MNXR96920	16848	267	rxn00256	R-BTA-70975
R_ICDHyr	Isocitrate dehydrogenase (NADP)	M_icit_c + M_nadp_c <=> M_akg_c + M_co2_c + M_nadph_c				SBO:0000176	True	G_b1136	cobra_default_lb	cobra_default_ub	ICDHyr		1.1.1.42	R00267	MNXR100781	19632	269	rxn00198	
R_ACALD	Acetaldehyde dehydrogenase (acetylating)	M_acald_c + M_coa_c + M_nad_c <=> M_accoa_c + M_h_c + M_nadh_c				SBO:0000176	True	(G_b0351 or G_b1241)	cobra_default_lb	cobra_default_ub	ACALD	META:ACETALD-DEHYDROG-RXN	1.2.1.10	R00228	MNXR95210	23288	163	rxn00171	
R_PPA	Inorganic diphosphatase	M_h2o_c + M_ppi_c <=> M_h_c + 2.0 M_pi_c				SBO:0000176	False	(G_b2744 or G_b2502 or G_b4226)	cobra_0_bound	cobra_default_ub	PPA	META:INORGPYROPHOSPHAT-RXN	3.6.1.1	R00004	MNXR100808	24578	76	rxn11226	R-DDI-449937
R_PPCK	Phosphoenolpyruvate carboxykinase	M_atp_c + M_oaa_c <=> M_adp_c + M_co2_c + M_pep_c				SBO:0000176	False	G_b3403	cobra_0_bound	cobra_default_ub	PPCK	META:PEPCARBOXYKIN-RXN	4.1.1.49	R00341	MNXR103099	18619	151	rxn00247	
R_ME1	Malic enzyme (NAD)	M_mal__L_c + M_nad_c <=> M_co2_c + M_nadh_c + M_pyr_c				SBO:0000176	False	G_b1479	cobra_0_bound	cobra_default_ub	ME1	META:1.1.1.39-RXN	1.1.1.39	R00214	MNXR101446	12656	141	rxn00159	
R_ALATA_L	L-alanine transaminase	M_akg_c + M_ala__L_c <=> M_glu__L_c + M_pyr_c				SBO:0000176	True	(G_b2290 or G_b2379)	cobra_default_lb	cobra_default_ub	ALATA_L	META:RXN-13698	2.6.1.2	R00258	MNXR95698	19454	763	rxn00191	R-CEL-507775
R_XYLK	Xylulokinase	M_atp_c + M_xylu__D_c <=> M_adp_c + M_h_c + M_xu5p__D_c				SBO:0000176	False	(G_b0063 or G_b3564)	cobra_0_bound	cobra_default_ub	XYLK	META:XYLULOKIN-RXN	2.7.1.17	R01639	MNXR105255	10967		rxn01199	R-MMU-5662466
R_RBK	Ribokinase	M_atp_c + M_rib__D_c <=> M_adp_c + M_h_c + M_r5p_c				SBO:0000176	False	G_b3752	cobra_0_bound	cobra_default_ub	RBK		2.7.1.15		MNXR103431				
R_GLYK	Glycerol kinase	M_atp_c + M_glyc_c <=> M_adp_c + M_glyc3p_c + M_h_c				SBO:0000176	False	G_b3926	cobra_0_bound	cobra_default_ub	GLYK	META:GLYCEROL-KIN-RXN	2.7.1.30	R00847	MNXR100348	21646	99	rxn00615	R-PFA-75887
R_ASPTA	Aspartate transaminase	M_akg_c + M_asp__L_c <=> M_glu__L_c + M_oaa_c				SBO:0000176	True	(G_b0928 or G_b4054)	cobra_default_lb	cobra_default_ub	ASPTA	META:ASPAMINOTRANS-RXN	2.6.1.1	R00355	MNXR96079	21826	825	rxn00260	R-GGA-372719
R_FBP	Fructose-bisphosphatase	M_fdp_c + M_h2o_c <=> M_f6p_c + M_pi_c				SBO:0000176	False	(G_b4232 or G_b3925 or G_b2930 or G_b3697)	cobra_0_bound	cobra_default_ub	FBP		3.1.3.11		MNXR99465	11064	2084		
R_EX_pi_e	Phosphate exchange	M_pi_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	EX_pi_e	META:TRANS-RXN0-470			MNXR102871	32823	10985	rxn13178	
R_PYK	Pyruvate kinase	M_adp_c + M_h_c + M_pep_c <=> M_atp_c + M_pyr_c				SBO:0000176	False	(G_b1854 or G_b1676)	cobra_0_bound	cobra_default_ub	PYK	META:PEPDEPHOS-RXN	2.7.1.40	R00200	MNXR103371	18157	9	rxn00148	R-XTR-71670
R_EX_co2_e	CO2 exchange	M_co2_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	EX_co2_e	META:TRANS-RXN0-545			MNXR96810			rxn09860	R-ATH-1247649
R_GTHOr	Glutathione oxidoreductase	M_gthox_c + M_h_c + M_nadph_c <=> 2.0 M_gthrd_c + M_nadp_c				SBO:0000176	True	G_b3500	cobra_default_lb	cobra_default_ub	GTHOr	META:GLUTATHIONE-REDUCT-NADPH-RXN	1.8.1.7	R00115	MNXR100098	11741	695	rxn00086	R-OSA-3323079
R_ILETA	Isoleucine transaminase	M_akg_c + M_ile__L_c <=> M_3mop_c + M_glu__L_c				SBO:0000176	True	G_b3770	cobra_default_lb	cobra_default_ub	ILETA	META:BRANCHED-CHAINAMINOTRANSFERILEU-RXN	2.6.1.42	R02199	MNXR96228	24801	9086	rxn01575	
R_DHORD5	Dihydroorotic acid (menaquinone-8)	M_dhor__S_c + M_mqn8_c <=> M_mql8_c + M_orot_c				SBO:0000176	False	G_b0945	cobra_0_bound	cobra_default_ub	DHORD5				MNXR97421	29202		rxn08336	
R_VALTA	Valine transaminase	M_akg_c + M_val__L_c <=> M_3mob_c + M_glu__L_c				SBO:0000176	True	G_b3770	cobra_default_lb	cobra_default_ub	VALTA	META:BRANCHED-CHAINAMINOTRANSFERVAL-RXN	2.6.1.6	R01214	MNXR96230	24815	1446	rxn00903	
R_IPPMIb	2-isopropylmalate hydratase	M_2ippm_c + M_h2o_c <=> M_3c3hmp_c				SBO:0000176	True	(G_b0071 and G_b0072)	cobra_default_lb	cobra_default_ub	IPPMIb	META:3-ISOPROPYLMALISOM-RXN	4.2.1.33	R03968	MNXR100826	16294		rxn02789	
R_ORPT	Orotate phosphoribosyltransferase	M_orot5p_c + M_ppi_c <=> M_orot_c + M_prpp_c				SBO:0000176	True	G_b3642	cobra_default_lb	cobra_default_ub	ORPT	META:OROPRIBTRANS-RXN	2.4.2.10	R01870	MNXR102231	10380	401	rxn01362	R-RNO-73567
R_ACHBS	2-aceto-2-hydroxybutanoate synthase	M_2obut_c + M_h_c + M_pyr_c <=> M_2ahbut_c + M_co2_c				SBO:0000176	False	((G_b3670 and G_b3671) or (G_b0077 and G_b0078))	cobra_0_bound	cobra_default_ub	ACHBS	META:ACETOOHBUTSYN-RXN	2.2.1.6	R08648	MNXR95260	27656	6688		
R_DHAD2	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	M_23dhmp_c <=> M_3mop_c + M_h2o_c				SBO:0000176	False	G_b3771	cobra_0_bound	cobra_default_ub	DHAD2	META:DIHYDROXYMETVALDEHYDRAT-RXN	4.2.1.9	R05070	MNXR97359	27695			
R_ACLS	Acetolactate synthase	M_h_c + 2.0 M_pyr_c <=> M_alac__S_c + M_co2_c				SBO:0000176	False	((G_b0077 and G_b0078) or (G_b3670 and G_b3671))	cobra_0_bound	cobra_default_ub	ACLS	META:ACETOLACTSYN-RXN	2.2.1.6	R00226	MNXR95271	25250	749		
R_TRPS2	Tryptophan synthase (indole)	M_indole_c + M_ser__L_c <=> M_h2o_c + M_trp__L_c				SBO:0000176	False	(G_b1260 and G_b1261)	cobra_0_bound	cobra_default_ub	TRPS2	META:RXN0-2382	4.2.1.20	R00674	MNXR104946	26434	1054	rxn00474	
R_PSCVT	3-phosphoshikimate 1-carboxyvinyltransferase	M_pep_c + M_skm5p_c <=> M_3psme_c + M_pi_c				SBO:0000176	True	G_b0908	cobra_default_lb	cobra_default_ub	PSCVT	META:2.5.1.19-RXN	2.5.1.19	R03460	MNXR103226	21258	3254	rxn02476	R-MTU-964886
R_PFL	Pyruvate formate lyase	M_coa_c + M_pyr_c <=> M_accoa_c + M_for_c				SBO:0000176	False	((G_b0902 and G_b0903) or (G_b0902 and G_b3114) or (G_b3951 and G_b3952) or (G_b0902 and G_b0903 and G_b2579))	cobra_0_bound	cobra_default_ub	PFL	META:PYRUVFORMLY-RXN	2.3.1.54	R00212	MNXR102514	11846	146	rxn00157	
R_ANS	Anthranilate synthase	M_chor_c + M_gln__L_c <=> M_anth_c + M_glu__L_c + M_h_c + M_pyr_c				SBO:0000176	False	(G_b1263 and G_b1264)	cobra_0_bound	cobra_default_ub	ANS	META:ANTHRANSYN-RXN	4.1.3.27	R00986	MNXR95843	21732	1280	rxn00727	
R_FRD2	Fumarate reductase	M_fum_c + M_mql8_c <=> M_mqn8_c + M_succ_c				SBO:0000176	False	(G_b4152 and G_b4151 and G_b4153 and G_b4154)	cobra_0_bound	cobra_default_ub	FRD2				MNXR99637	29217		rxn08527	
R_ANPRT	Anthranilate phosphoribosyltransferase	M_anth_c + M_prpp_c <=> M_ppi_c + M_pran_c				SBO:0000176	False	G_b1263	cobra_0_bound	cobra_default_ub	ANPRT	META:PRTRANS-RXN	2.4.2.18	R01073	MNXR95842	11769		rxn00791	
R_CHORM	Chorismate mutase	M_chor_c <=> M_pphn_c				SBO:0000176	False	(G_b2599 or G_b2600)	cobra_0_bound	cobra_default_ub	CHORM	META:CHORISMATEMUT-RXN	5.4.99.5	R01715	MNXR96708	13900	1827	rxn01256	
R_PTAr	Phosphotransacetylase	M_accoa_c + M_pi_c <=> M_actp_c + M_coa_c				SBO:0000176	True	(G_b2297 or G_b2458)	cobra_default_lb	cobra_default_ub	PTAr	META:PHOSACETYLTRANS-RXN	2.3.1.8	R00230	MNXR103319	19524	72	rxn00173	
R_CHORS	Chorismate synthase	M_3psme_c <=> M_chor_c + M_pi_c				SBO:0000176	False	G_b2329	cobra_0_bound	cobra_default_ub	CHORS	META:CHORISMATE-SYNTHASE-RXN	4.2.3.5	R01714	MNXR96709	21021	1826	rxn01255	
R_IGPS	Indole-3-glycerol-phosphate synthase	M_2cpr5p_c + M_h_c <=> M_3ig3p_c + M_co2_c + M_h2o_c				SBO:0000176	False	G_b1262	cobra_0_bound	cobra_default_ub	IGPS	META:IGPSYN-RXN	4.1.1.48	R03508	MNXR100814	23478		rxn02507	
R_ACKr	Acetate kinase	M_ac_c + M_atp_c <=> M_actp_c + M_adp_c				SBO:0000176	True	(G_b2296 or G_b1849 or G_b3115)	cobra_default_lb	cobra_default_ub	ACKr	META:ACETATEKIN-RXN	2.7.2.1	R00315	MNXR95269	11352	71	rxn00225	
R_LEUTAi	Leucine transaminase (irreversible)	M_4mop_c + M_glu__L_c <=> M_akg_c + M_leu__L_c				SBO:0000176	False	(G_b3770 or G_b4054)	cobra_0_bound	cobra_default_ub	LEUTAi	META:BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.67	R01090	MNXR96229	18322	1352	rxn00806	
R_EX_glcn_e	D-Gluconate exchange	M_glcn_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_glcn_e				MNXR100210		13786	rxn08610	
R_EX_h_e	H+ exchange	M_h_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	EX_h_e	META:RXN-14452			MNXR100765	34979		rxn08730	R-DME-170026
R_EX_gln__L_e	L-Glutamine exchange	M_gln__L_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_gln__L_e	META:TRANS-RXN-233			MNXR100259		13421	rxn10928	R-SCE-212614
R_EX_glyc_e	Glycerol exchange	M_glyc_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_glyc_e	META:TRANS-RXN-131			MNXR100343	29675		rxn08658	R-DRE-507871
R_EX_ac_e	Acetate exchange	M_ac_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_ac_e	META:TRANS-RXN0-567			MNXR95431	27815	12184	rxn08063	
R_EX_akg_e	2-Oxoglutarate exchange	M_akg_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_akg_e				MNXR95663		13794	rxn13220	
R_EX_pyr_e	Pyruvate exchange	M_pyr_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_pyr_e	META:TRANS-RXN0-570			MNXR103384		12168	rxn09218	
R_EX_succ_e	Succinate exchange	M_succ_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_succ_e	META:TRANS-RXN0-552			MNXR104619			rxn09271	
R_EX_rib__D_e	D-Ribose exchange	M_rib__D_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_rib__D_e				MNXR104036			rxn09228	
R_EX_fum_e	Fumarate exchange	M_fum_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_fum_e	META:TRANS-RXN0-553			MNXR99715			rxn11013	
R_EX_glu__L_e	L-Glutamate exchange	M_glu__L_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_glu__L_e	META:TRANS-RXN-232			MNXR100301		12283	rxn10917	R-BTA-210439
R_ENO	Enolase	M_2pg_c <=> M_h2o_c + M_pep_c				SBO:0000176	True	G_b2779	cobra_default_lb	cobra_default_ub	ENO	META:2PGADEHYDRAT-RXN	4.2.1.11	R00658	MNXR97932	10167	8	rxn00459	R-GGA-71660
R_FBA	Fructose-bisphosphate aldolase	M_fdp_c <=> M_dhap_c + M_g3p_c				SBO:0000176	True	(G_b2925 or G_b2097)	cobra_default_lb	cobra_default_ub	FBA		4.1.2.13	R01068	MNXR99459	14730	1338	rxn00786	
R_HCO3E	HCO3 equilibration reaction	M_co2_c + M_h2o_c <=> M_h_c + M_hco3_c				SBO:0000176	True	(G_b0126 or G_b0339)	cobra_default_lb	cobra_default_ub	HCO3E	META:CARBODEHYDRAT-RXN	4.2.1.1	R10092	MNXR100482	10751	703	rxn00102	R-SSC-1475435
R_IMPC	IMP cyclohydrolase	M_h2o_c + M_imp_c <=> M_fprica_c				SBO:0000176	True	G_b4006	cobra_default_lb	cobra_default_ub	IMPC	META:IMPCYCLOHYDROLASE-RXN	3.5.4.10	R01127	MNXR100783	18448	123	rxn00832	R-DRE-73797
R_IMPD	IMP dehydrogenase	M_h2o_c + M_imp_c + M_nad_c <=> M_h_c + M_nadh_c + M_xmp_c				SBO:0000176	False	G_b2508	cobra_0_bound	cobra_default_ub	IMPD	META:IMP-DEHYDROG-RXN	1.1.1.205	R01130	MNXR100830	11709	128	rxn00834	R-SSC-73794
R_PPS	Phosphoenolpyruvate synthase	M_atp_c + M_h2o_c + M_pyr_c <=> M_amp_c + 2.0 M_h_c + M_pep_c + M_pi_c				SBO:0000176	False	G_b1702	cobra_0_bound	cobra_default_ub	PPS	META:PEPSYNTH-RXN	2.7.9.2	R00199	MNXR103140	11365	148	rxn00147	
R_PGI	Glucose-6-phosphate isomerase	M_g6p_c <=> M_f6p_c				SBO:0000176	True	G_b4025	cobra_default_lb	cobra_default_ub	PGI	META:PGLUCISOM-RXN	5.3.1.9		MNXR102535				
R_PGK	Phosphoglycerate kinase	M_3pg_c + M_atp_c <=> M_13dpg_c + M_adp_c				SBO:0000176	True	G_b2926	cobra_default_lb	cobra_default_ub	PGK	META:PHOSGLYPHOS-RXN	2.7.2.3	R01512	MNXR102538	14803	7644	rxn01100	R-TGU-71850
R_PGL	6-phosphogluconolactonase	M_6pgl_c + M_h2o_c <=> M_6pgc_c + M_h_c				SBO:0000176	False	G_b0767	cobra_0_bound	cobra_default_ub	PGL	META:6PGLUCONOLACT-RXN	3.1.1.31	R02035	MNXR102539	12558	109	rxn01476	R-SPO-71296
R_RPE	Ribulose 5-phosphate 3-epimerase	M_ru5p__D_c <=> M_xu5p__D_c				SBO:0000176	True	G_b3386	cobra_default_lb	cobra_default_ub	RPE	META:RIBULP3EPIM-RXN	5.1.3.1	R01529	MNXR104083	13679	62	rxn01116	R-BTA-199803
R_DHQTi	3-dehydroquinate dehydratase, irreversible	M_3dhq_c <=> M_3dhsk_c + M_h2o_c				SBO:0000176	False	G_b1693	cobra_0_bound	cobra_default_ub	DHQTi	META:3-DEHYDROQUINATE-DEHYDRATASE-RXN	4.2.1.10	R03084	MNXR97449	21098	2924	rxn02213	
R_IPMD	3-isopropylmalate dehydrogenase	M_3c2hmp_c + M_nad_c <=> M_3c4mop_c + M_h_c + M_nadh_c				SBO:0000176	False	(G_b0073 or G_b1800)	cobra_0_bound	cobra_default_ub	IPMD	META:3-ISOPROPYLMALDEHYDROG-RXN	1.1.1.85	R04426	MNXR100878	10892		rxn03062	
R_AIRC3	Phosphoribosylaminoimidazole carboxylase (mutase rxn)	M_5aizc_c <=> M_5caiz_c				SBO:0000176	True	G_b0523	cobra_default_lb	cobra_default_ub	AIRC3	META:RXN0-743	5.4.99.18	R07405	MNXR95645	13193		rxn05115	
R_TALA	Transaldolase	M_g3p_c + M_s7p_c <=> M_e4p_c + M_f6p_c				SBO:0000176	True	(G_b0008 or G_b2464)	cobra_default_lb	cobra_default_ub	TALA	META:TRANSALDOL-RXN	2.2.1.2	R01827	MNXR104715	17053			
R_ADSL2r	Adenylosuccinate lyase	M_25aics_c <=> M_aicar_c + M_fum_c				SBO:0000176	True	G_b1131	cobra_default_lb	cobra_default_ub	ADSL2r	META:AICARSYN-RXN	4.3.2.2	R04559	MNXR108966	23921	121		R-HSA-73800
R_TKT1	Transketolase	M_r5p_c + M_xu5p__D_c <=> M_g3p_c + M_s7p_c				SBO:0000176	True	(G_b2935 or G_b2465)	cobra_default_lb	cobra_default_ub	TKT1		2.2.1.1		MNXR104868				
R_RNDR1	Ribonucleoside-diphosphate reductase (ADP)	M_adp_c + M_trdrd_c <=> M_dadp_c + M_h2o_c + M_trdox_c				SBO:0000176	False	((G_b2582 and G_b2234 and G_b2235) or (G_b3781 and G_b2234 and G_b2235))	cobra_0_bound	cobra_default_ub	RNDR1	META:ADPREDUCT-RXN	1.17.4.1	R02017	MNXR104060			rxn05231	
R_ALCD2x	Alcohol dehydrogenase (ethanol)	M_etoh_c + M_nad_c <=> M_acald_c + M_h_c + M_nadh_c				SBO:0000176	True	(G_b1241 or G_b1478)	cobra_default_lb	cobra_default_ub	ALCD2x	META:ALCOHOL-DEHYDROG-RXN	1.1.1.1	R00754	MNXR95725	25293	597	rxn00543	R-DDI-71707
R_RNDR3	Ribonucleoside-diphosphate reductase (CDP)	M_cdp_c + M_trdrd_c <=> M_dcdp_c + M_h2o_c + M_trdox_c				SBO:0000176	False	((G_b3781 and G_b2234 and G_b2235) or (G_b2582 and G_b2234 and G_b2235))	cobra_0_bound	cobra_default_ub	RNDR3	META:CDPREDUCT-RXN	1.17.4.1	R02024	MNXR104064			rxn06076	
R_RNDR4	Ribonucleoside-diphosphate reductase (UDP)	M_trdrd_c + M_udp_c <=> M_dudp_c + M_h2o_c + M_trdox_c				SBO:0000176	False	((G_b3781 and G_b2234 and G_b2235) or (G_b2234 and G_b2235 and G_b2582))	cobra_0_bound	cobra_default_ub	RNDR4	META:UDPREDUCT-RXN	1.17.4.1	R02018	MNXR104066			rxn06075	
R_TMDS	Thymidylate synthase	M_dump_c + M_mlthf_c <=> M_dhf_c + M_dtmp_c				SBO:0000176	False	G_b2827	cobra_0_bound	cobra_default_ub	TMDS		2.1.1.45	R02101	MNXR104889	12105			
R_EX_glc__D_e	D-Glucose exchange	M_glc__D_e <=> 				SBO:0000627	True		R_EX_glc__D_e_lower_bound	cobra_default_ub	EX_glc__D_e	META:TRANS-RXN0-574			MNXR100188		601	rxn08617	
R_DHAD1	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	M_23dhmb_c <=> M_3mob_c + M_h2o_c				SBO:0000176	False	G_b3771	cobra_0_bound	cobra_default_ub	DHAD1	META:DIHYDROXYISOVALDEHYDRAT-RXN	4.2.1.9	R04441	MNXR97358	24812			
R_IPPMIa	3-isopropylmalate dehydratase	M_3c2hmp_c <=> M_2ippm_c + M_h2o_c				SBO:0000176	True	(G_b0071 and G_b0072)	cobra_default_lb	cobra_default_ub	IPPMIa	META:RXN-8991	4.2.1.33	R04001	MNXR100827	10676	3736	rxn02811	
R_MDH	Malate dehydrogenase	M_mal__L_c + M_nad_c <=> M_h_c + M_nadh_c + M_oaa_c				SBO:0000176	True	G_b3236	cobra_default_lb	cobra_default_ub	MDH	META:MALATE-DEH-RXN	1.1.1.299	R00342	MNXR101439	21435	113	rxn00248	R-CEL-70979
R_FUM	Fumarase	M_fum_c + M_h2o_c <=> M_mal__L_c				SBO:0000176	True	(G_b1612 or G_b4122 or G_b1611)	cobra_default_lb	cobra_default_ub	FUM	META:FUMHYDR-RXN	4.2.1.2	R01082	MNXR99705	12460	256	rxn00799	R-SSC-70982
R_EX_fru_e	D-Fructose exchange	M_fru_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_fru_e				MNXR99663		13415	rxn08537	R-DDI-189222
R_EX_xyl__D_e	D-Xylose exchange	M_xyl__D_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_xyl__D_e				MNXR105270			rxn09650	
R_KARA1	Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)	M_23dhmb_c + M_nadp_c <=> M_alac__S_c + M_h_c + M_nadph_c				SBO:0000176	True	G_b3774	cobra_default_lb	cobra_default_ub	KARA1	META:ACETOLACTREDUCTOISOM-RXN	1.1.1.383	R04439	MNXR97523	22071			
R_KARA2	Ketol-acid reductoisomerase (2-Acetolactate)	M_2ahbut_c + M_h_c + M_nadph_c <=> M_23dhmp_c + M_nadp_c				SBO:0000176	True	G_b3774	cobra_default_lb	cobra_default_ub	KARA2	META:ACETOOHBUTREDUCTOISOM-RXN	1.1.1.86		MNXR100902	13493			
R_EX_for_e	Formate exchange	M_for_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_for_e	META:TRANS-RXN-1			MNXR99620	29679	12483	rxn08526	R-HSA-6803255
R_ACCOAC	Acetyl-CoA carboxylase	M_accoa_c + M_atp_c + M_hco3_c <=> M_adp_c + M_h_c + M_malcoa_c + M_pi_c				SBO:0000176	False	(G_b2316 and G_b3255 and G_b3256 and G_b0185)	cobra_0_bound	cobra_default_ub	ACCOAC	META:ACETYL-COA-CARBOXYLTRANSFER-RXN	6.4.1.2	R00742	MNXR95219	11309	542	rxn00533	R-XTR-75851
R_KAS14	Beta-ketoacyl-ACP synthase	M_acACP_c + M_h_c + M_malACP_c <=> M_ACP_c + M_actACP_c + M_co2_c				SBO:0000176	False	(G_b2323 or G_b1095)	cobra_0_bound	cobra_default_ub	KAS14	META:3-OXOACYL-ACP-SYNTH-BASE-RXN	2.3.1.41	R04355	MNXR100912			rxn05347	
R_ARGSS	Argininosuccinate synthase	M_asp__L_c + M_atp_c + M_citr__L_c <=> M_amp_c + M_argsuc_c + M_h_c + M_ppi_c				SBO:0000176	False	G_b3172	cobra_0_bound	cobra_default_ub	ARGSS	META:ARGSUCCINSYN-RXN	6.3.4.5	R01954	MNXR138060	10932	572	rxn01434	R-HSA-70577
R_AGPR	N-acetyl-g-glutamyl-phosphate reductase	M_acg5sa_c + M_nadp_c + M_pi_c <=> M_acg5p_c + M_h_c + M_nadph_c				SBO:0000176	True	G_b3958	cobra_default_lb	cobra_default_ub	AGPR	META:N-ACETYLGLUTPREDUCT-RXN	1.2.1.38	R03443	MNXR95530	21589		rxn02465	
R_ICL	Isocitrate lyase	M_icit_c <=> M_glx_c + M_succ_c				SBO:0000176	False	G_b4015	cobra_0_bound	cobra_default_ub	ICL		4.1.3.1	R00479	MNXR100789	13247	911	rxn00336	
R_EX_acald_e	Acetaldehyde exchange	M_acald_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_acald_e				MNXR95212			rxn08032	R-HSA-449872
R_GLYCL	Glycine Cleavage System	M_gly_c + M_nad_c + M_thf_c <=> M_co2_c + M_mlthf_c + M_nadh_c + M_nh4_c				SBO:0000176	False	(G_b2904 and G_b2903 and G_b0116 and G_b2905)	cobra_0_bound	cobra_default_ub	GLYCL		2.1.2.10	R01221	MNXR100330	27758			
R_XYLI1	Xylose isomerase	M_xyl__D_c <=> M_xylu__D_c				SBO:0000176	True	G_b3565	cobra_default_lb	cobra_default_ub	XYLI1	META:XYLISOM-RXN	5.3.1.5	R01432	MNXR105253	22817		rxn01044	
R_PPC	Phosphoenolpyruvate carboxylase	M_co2_c + M_h2o_c + M_pep_c <=> M_h_c + M_oaa_c + M_pi_c				SBO:0000176	False	G_b3956	cobra_0_bound	cobra_default_ub	PPC		4.1.1.31	R00345	MNXR103096	23074	150	rxn00251	
R_G3PT	Glycerol-3-phosphatase	M_glyc3p_c + M_h2o_c <=> M_glyc_c + M_pi_c				SBO:0000176	False	(G_b0822 or G_b0675)	cobra_0_bound	cobra_default_ub	G3PT	META:RXN-14965	3.1.3.21	R00841	MNXR99894		1182	rxn00610	
R_SADT2	Sulfate adenyltransferase	M_atp_c + M_gtp_c + M_h2o_c + M_so4_c <=> M_aps_c + M_gdp_c + M_pi_c + M_ppi_c				SBO:0000176	False	(G_b2752 and G_b2751)	cobra_0_bound	cobra_default_ub	SADT2		2.7.7.4		MNXR104241			rxn09240	
R_AACPS1	Acyl-[acyl-carrier-protein] synthetase (n-C14:0)	M_ACP_c + M_atp_c + M_ttdca_c <=> M_amp_c + M_myrsACP_c + M_ppi_c				SBO:0000176	False	(G_b1094 and G_b2836)	cobra_0_bound	cobra_default_ub	AACPS1		6.2.1.20		MNXR95138				
R_GHMT2r	Glycine hydroxymethyltransferase, reversible	M_ser__L_c + M_thf_c <=> M_gly_c + M_h2o_c + M_mlthf_c				SBO:0000176	True	G_b2551	cobra_default_lb	cobra_default_ub	GHMT2r		2.1.2.1	R00945	MNXR100142	15482			
R_DHORD2	Dihydoorotic acid dehydrogenase (quinone8)	M_dhor__S_c + M_q8_c <=> M_orot_c + M_q8h2_c				SBO:0000176	False	G_b0945	cobra_0_bound	cobra_default_ub	DHORD2				MNXR97418	28687		rxn08335	
