!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
Michaelis constant	M_ttdca_c	R_FA140ACPHi	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_lac__D_e	R_EX_lac__D_e	mM	NaN	NaN	NaN	1e-08	10000	C00256	
Michaelis constant	M_lac__D_e	R_D_LACtex	mM	NaN	NaN	NaN	1e-08	10000	C00256	
Michaelis constant	M_trdox_c	R_RNDR1	mM	NaN	NaN	NaN	1e-08	10000	C00343	R02017
Michaelis constant	M_trdox_c	R_RNDR3	mM	NaN	NaN	NaN	1e-08	10000	C00343	R02024
Michaelis constant	M_trdox_c	R_RNDR4	mM	NaN	NaN	NaN	1e-08	10000	C00343	R02018
Michaelis constant	M_trdox_c	R_TRDR	mM	NaN	NaN	NaN	1e-08	10000	C00343	R02016
Michaelis constant	M_trdox_c	R_PAPSR	mM	NaN	NaN	NaN	1e-08	10000	C00343	R02021
Michaelis constant	M_trdox_c	R_RNDR2	mM	NaN	NaN	NaN	1e-08	10000	C00343	R02019
Michaelis constant	M_3ig3p_c	R_IGPS	mM	NaN	NaN	NaN	1e-08	10000	C03506	R03508
Michaelis constant	M_3ig3p_c	R_TRPS3	mM	NaN	NaN	NaN	1e-08	10000	C03506	R02340
Michaelis constant	M_sl26da_c	R_SDPDS	mM	1.1392269	1.4	1	1e-08	10000	C04421	R02734
Michaelis constant	M_sl26da_c	R_SDPTA	mM	NaN	NaN	NaN	1e-08	10000	C04421	R04475
Michaelis constant	M_3hoctACP_c	R_3HAD80	mM	NaN	NaN	NaN	1e-08	10000	C04620	R04537
Michaelis constant	M_3hoctACP_c	R_3OAR80	mM	NaN	NaN	NaN	1e-08	10000	C04620	R04536
Michaelis constant	M_dctp_c	R_NDPK7	mM	NaN	NaN	NaN	1e-08	10000	C00458	R02326
Michaelis constant	M_dctp_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	C00458	
Michaelis constant	M_toctd2eACP_c	R_EAR180x	mM	NaN	NaN	NaN	1e-08	10000	C16221	
Michaelis constant	M_toctd2eACP_c	R_EAR180y	mM	NaN	NaN	NaN	1e-08	10000	C16221	
Michaelis constant	M_toctd2eACP_c	R_3HAD180	mM	NaN	NaN	NaN	1e-08	10000	C16221	R07764
Michaelis constant	M_grxrd_c	R_GRXR	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_grxrd_c	R_RNDR1b	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_grxrd_c	R_RNDR2b	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_ru5p__D_c	R_RPE	mM	NaN	NaN	NaN	1e-08	10000	C00199	R01529
Michaelis constant	M_ru5p__D_c	R_GND	mM	NaN	NaN	NaN	1e-08	10000	C00199	R01528
Michaelis constant	M_ru5p__D_c	R_RPI	mM	NaN	NaN	NaN	1e-08	10000	C00199	
Michaelis constant	M_ru5p__D_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	C00199	
Michaelis constant	M_23dhmb_c	R_DHAD1	mM	NaN	NaN	NaN	1e-08	10000	C04272	R04441
Michaelis constant	M_23dhmb_c	R_KARA1	mM	NaN	NaN	NaN	1e-08	10000	C04272	R04439
Michaelis constant	M_pran_c	R_ANPRT	mM	NaN	NaN	NaN	1e-08	10000	C04302	R01073
Michaelis constant	M_pran_c	R_PRAIi	mM	2.6866584e-05	0.0051833333	1	1e-08	10000	C04302	R03509
Michaelis constant	M_glcn_c	R_GNK	mM	0.0083072013	0.091333333	1	1e-08	10000	C00257	R01737
Michaelis constant	M_glcn_c	R_GLCNt2rpp	mM	NaN	NaN	NaN	1e-08	10000	C00257	
Michaelis constant	M_paps_c	R_PAPSR	mM	0.0005061219	0.0225	1	1e-08	10000	C00053	R02021
Michaelis constant	M_paps_c	R_ADSK	mM	0.12839329	0.37	1	1e-08	10000	C00053	R00509
Michaelis constant	M_utp_c	R_CTPS2	mM	0.0023981228	0.049	1	1e-08	10000	C00075	R00573
Michaelis constant	M_utp_c	R_NDPK2	mM	NaN	NaN	NaN	1e-08	10000	C00075	R00156
Michaelis constant	M_utp_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	C00075	
Michaelis constant	M_dhor__S_c	R_DHORTS	mM	0.071137027	0.2715	1	1e-08	10000	C00337	R01993
Michaelis constant	M_dhor__S_c	R_DHORD5	mM	NaN	NaN	NaN	1e-08	10000	C00337	
Michaelis constant	M_dhor__S_c	R_DHORD2	mM	NaN	NaN	NaN	1e-08	10000	C00337	
Michaelis constant	M_glyc_e	R_EX_glyc_e	mM	NaN	NaN	NaN	1e-08	10000	C00116	
Michaelis constant	M_glyc_e	R_GLYCtex	mM	NaN	NaN	NaN	1e-08	10000	C00116	
Michaelis constant	M_4mop_c	R_LEUTAi	mM	0.21560747	0.49	1	1e-08	10000	C00233	R01090
Michaelis constant	M_4mop_c	R_OMCDC	mM	NaN	NaN	NaN	1e-08	10000	C00233	R01652
Michaelis constant	M_fdp_c	R_FBP	mM	0.0021537814	0.046433846	1	1e-08	10000	C00354	
Michaelis constant	M_fdp_c	R_FBA	mM	0.27577195	0.5625	1	1e-08	10000	C00354	R01068
Michaelis constant	M_fdp_c	R_PFK	mM	NaN	NaN	NaN	1e-08	10000	C00354	
Michaelis constant	M_dtmp_c	R_TMDS	mM	NaN	NaN	NaN	1e-08	10000	C00364	R02101
Michaelis constant	M_dtmp_c	R_DTMPK	mM	NaN	NaN	NaN	1e-08	10000	C00364	R02094
Michaelis constant	M_gdp_c	R_SADT2	mM	NaN	NaN	NaN	1e-08	10000	C00035	
Michaelis constant	M_gdp_c	R_ADSS	mM	NaN	NaN	NaN	1e-08	10000	C00035	R01135
Michaelis constant	M_gdp_c	R_NDPK1	mM	NaN	NaN	NaN	1e-08	10000	C00035	R00330
Michaelis constant	M_gdp_c	R_GK1	mM	NaN	NaN	NaN	1e-08	10000	C00035	R00332
Michaelis constant	M_gdp_c	R_RNDR2b	mM	NaN	NaN	NaN	1e-08	10000	C00035	
Michaelis constant	M_gdp_c	R_RNDR2	mM	NaN	NaN	NaN	1e-08	10000	C00035	R02019
Michaelis constant	M_o2_p	R_O2tpp	mM	NaN	NaN	NaN	1e-08	10000	C00007	
Michaelis constant	M_o2_p	R_O2tex	mM	NaN	NaN	NaN	1e-08	10000	C00007	
Michaelis constant	M_datp_c	R_NDPK8	mM	NaN	NaN	NaN	1e-08	10000	C00131	R01137
Michaelis constant	M_datp_c	R_RNTR1c2	mM	NaN	NaN	NaN	1e-08	10000	C00131	
Michaelis constant	M_datp_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	C00131	
Michaelis constant	M_ppi_c	R_PPA	mM	0.07122139	0.27166667	1	1e-08	10000	C00013	R00004
Michaelis constant	M_ppi_c	R_ORPT	mM	0.013481074	0.1165	1	1e-08	10000	C00013	R01870
Michaelis constant	M_ppi_c	R_ANPRT	mM	NaN	NaN	NaN	1e-08	10000	C00013	R01073
Michaelis constant	M_ppi_c	R_ARGSS	mM	NaN	NaN	NaN	1e-08	10000	C00013	R01954
Michaelis constant	M_ppi_c	R_SADT2	mM	NaN	NaN	NaN	1e-08	10000	C00013	
Michaelis constant	M_ppi_c	R_AACPS1	mM	NaN	NaN	NaN	1e-08	10000	C00013	
Michaelis constant	M_ppi_c	R_ASNS2	mM	NaN	NaN	NaN	1e-08	10000	C00013	R00483
Michaelis constant	M_ppi_c	R_GMPS2	mM	NaN	NaN	NaN	1e-08	10000	C00013	R01231
Michaelis constant	M_ppi_c	R_AACPS3	mM	NaN	NaN	NaN	1e-08	10000	C00013	
Michaelis constant	M_ppi_c	R_ATPPRT	mM	NaN	NaN	NaN	1e-08	10000	C00013	R01071
Michaelis constant	M_ppi_c	R_PRATPP	mM	NaN	NaN	NaN	1e-08	10000	C00013	R04035
Michaelis constant	M_ppi_c	R_GLUPRT	mM	NaN	NaN	NaN	1e-08	10000	C00013	R01072
Michaelis constant	M_ppi_c	R_DUTPDP	mM	NaN	NaN	NaN	1e-08	10000	C00013	R02100
Michaelis constant	M_ppi_c	R_AACPS8	mM	NaN	NaN	NaN	1e-08	10000	C00013	
Michaelis constant	M_ppi_c	R_AACPS9	mM	NaN	NaN	NaN	1e-08	10000	C00013	
Michaelis constant	M_ppi_c	R_AACPS6	mM	NaN	NaN	NaN	1e-08	10000	C00013	
Michaelis constant	M_ppi_c	R_AACPS7	mM	NaN	NaN	NaN	1e-08	10000	C00013	
Michaelis constant	M_ppi_c	R_ASNS1	mM	NaN	NaN	NaN	1e-08	10000	C00013	R00578
Michaelis constant	M_ppi_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	C00013	
Michaelis constant	M_nadp_c	R_SHK3Dr	mM	NaN	NaN	NaN	1e-08	10000	C00006	R02413
Michaelis constant	M_nadp_c	R_G5SD	mM	0.013138408	0.115	1	1e-08	10000	C00006	R03313
Michaelis constant	M_nadp_c	R_ICDHyr	mM	0.0015354607	0.0392	1	1e-08	10000	C00006	R00267
Michaelis constant	M_nadp_c	R_GTHOr	mM	NaN	NaN	NaN	1e-08	10000	C00006	R00115
Michaelis constant	M_nadp_c	R_KARA1	mM	0.00091615586	0.030275	1	1e-08	10000	C00006	R04439
Michaelis constant	M_nadp_c	R_KARA2	mM	0.00091615586	0.030275	1	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_AGPR	mM	0.028491234	0.17	1	1e-08	10000	C00006	R03443
Michaelis constant	M_nadp_c	R_DHDPRy	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_TRDR	mM	NaN	NaN	NaN	1e-08	10000	C00006	R02016
Michaelis constant	M_nadp_c	R_NADTRHD	mM	NaN	NaN	NaN	1e-08	10000	C00006	R00112
Michaelis constant	M_nadp_c	R_G3PD2	mM	NaN	NaN	NaN	1e-08	10000	C00006	R00844
Michaelis constant	M_nadp_c	R_P5CR	mM	NaN	NaN	NaN	1e-08	10000	C00006	R01251
Michaelis constant	M_nadp_c	R_ASAD	mM	0.008067393	0.09	1	1e-08	10000	C00006	R02291
Michaelis constant	M_nadp_c	R_SULR	mM	NaN	NaN	NaN	1e-08	10000	C00006	R00858
Michaelis constant	M_nadp_c	R_GND	mM	0.0023981228	0.049	1	1e-08	10000	C00006	R01528
Michaelis constant	M_nadp_c	R_G6PDH2r	mM	NaN	NaN	NaN	1e-08	10000	C00006	R00835
Michaelis constant	M_nadp_c	R_ME2	mM	0.0017207688	0.0415	1	1e-08	10000	C00006	R00216
Michaelis constant	M_nadp_c	R_HSDy	mM	0.0053148574	0.073	1	1e-08	10000	C00006	R01775
Michaelis constant	M_nadp_c	R_THD2pp	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_MTHFD	mM	NaN	NaN	NaN	1e-08	10000	C00006	R01220
Michaelis constant	M_nadp_c	R_GLUDy	mM	NaN	NaN	NaN	1e-08	10000	C00006	R00248
Michaelis constant	M_nadp_c	R_DHFR	mM	NaN	NaN	NaN	1e-08	10000	C00006	R00939
Michaelis constant	M_nadp_c	R_GLUSy	mM	NaN	NaN	NaN	1e-08	10000	C00006	R00114
Michaelis constant	M_nadp_c	R_3OAR121	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_3OAR120	mM	NaN	NaN	NaN	1e-08	10000	C00006	R04964
Michaelis constant	M_nadp_c	R_EAR180y	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_EAR80y	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_EAR120y	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_3OAR181	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_3OAR140	mM	NaN	NaN	NaN	1e-08	10000	C00006	R04566
Michaelis constant	M_nadp_c	R_EAR160y	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_3OAR160	mM	NaN	NaN	NaN	1e-08	10000	C00006	R04543
Michaelis constant	M_nadp_c	R_EAR100y	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_3OAR141	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_3OAR161	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_3OAR60	mM	NaN	NaN	NaN	1e-08	10000	C00006	R04953
Michaelis constant	M_nadp_c	R_3OAR80	mM	NaN	NaN	NaN	1e-08	10000	C00006	R04536
Michaelis constant	M_nadp_c	R_EAR140y	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_3OAR40	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_3OAR100	mM	NaN	NaN	NaN	1e-08	10000	C00006	R04534
Michaelis constant	M_nadp_c	R_EAR60y	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_3OAR180	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_FLDR2	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_nadp_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	C00006	
Michaelis constant	M_glu__L_c	R_ALATA_L	mM	NaN	NaN	NaN	1e-08	10000	C00025	R00258
Michaelis constant	M_glu__L_c	R_ASPTA	mM	19.040497	19.066667	1	1e-08	10000	C00025	R00355
Michaelis constant	M_glu__L_c	R_ILETA	mM	NaN	NaN	NaN	1e-08	10000	C00025	R02199
Michaelis constant	M_glu__L_c	R_VALTA	mM	NaN	NaN	NaN	1e-08	10000	C00025	R01214
Michaelis constant	M_glu__L_c	R_ANS	mM	NaN	NaN	NaN	1e-08	10000	C00025	R00986
Michaelis constant	M_glu__L_c	R_LEUTAi	mM	NaN	NaN	NaN	1e-08	10000	C00025	R01090
Michaelis constant	M_glu__L_c	R_CTPS2	mM	NaN	NaN	NaN	1e-08	10000	C00025	R00573
Michaelis constant	M_glu__L_c	R_SDPTA	mM	3.0595327	3.205	1	1e-08	10000	C00025	R04475
Michaelis constant	M_glu__L_c	R_GMPS2	mM	NaN	NaN	NaN	1e-08	10000	C00025	R01231
Michaelis constant	M_glu__L_c	R_GLUN	mM	NaN	NaN	NaN	1e-08	10000	C00025	R00256
Michaelis constant	M_glu__L_c	R_GLUPRT	mM	NaN	NaN	NaN	1e-08	10000	C00025	R01072
Michaelis constant	M_glu__L_c	R_PHETA1	mM	0.075496379	0.28	1	1e-08	10000	C00025	R00694
Michaelis constant	M_glu__L_c	R_ACOTA	mM	NaN	NaN	NaN	1e-08	10000	C00025	R02283
Michaelis constant	M_glu__L_c	R_PRFGS	mM	NaN	NaN	NaN	1e-08	10000	C00025	
Michaelis constant	M_glu__L_c	R_PSERT	mM	NaN	NaN	NaN	1e-08	10000	C00025	R04173
Michaelis constant	M_glu__L_c	R_CBPS	mM	NaN	NaN	NaN	1e-08	10000	C00025	R00575
Michaelis constant	M_glu__L_c	R_GLU5K	mM	NaN	NaN	NaN	1e-08	10000	C00025	R00239
Michaelis constant	M_glu__L_c	R_GLUt2rpp	mM	NaN	NaN	NaN	1e-08	10000	C00025	
Michaelis constant	M_glu__L_c	R_GLUDy	mM	NaN	NaN	NaN	1e-08	10000	C00025	R00248
Michaelis constant	M_glu__L_c	R_HSTPT	mM	NaN	NaN	NaN	1e-08	10000	C00025	R03243
Michaelis constant	M_glu__L_c	R_TYRTA	mM	0.075496379	0.28	1	1e-08	10000	C00025	R00734
Michaelis constant	M_glu__L_c	R_GLUSy	mM	NaN	NaN	NaN	1e-08	10000	C00025	R00114
Michaelis constant	M_glu__L_c	R_IG3PS	mM	NaN	NaN	NaN	1e-08	10000	C00025	R04558
Michaelis constant	M_glu__L_c	R_GLNS	mM	5.3435826	5.4333333	1	1e-08	10000	C00025	R00253
Michaelis constant	M_glu__L_c	R_ACGS	mM	NaN	NaN	NaN	1e-08	10000	C00025	R00259
Michaelis constant	M_glu__L_c	R_ASNS1	mM	NaN	NaN	NaN	1e-08	10000	C00025	R00578
Michaelis constant	M_glu__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	C00025	
Michaelis constant	M_fum_c	R_FRD2	mM	NaN	NaN	NaN	1e-08	10000	C00122	
Michaelis constant	M_fum_c	R_ADSL2r	mM	NaN	NaN	NaN	1e-08	10000	C00122	R04559
Michaelis constant	M_fum_c	R_FUM	mM	0.31167767	0.60333333	1	1e-08	10000	C00122	R01082
Michaelis constant	M_fum_c	R_ARGSL	mM	NaN	NaN	NaN	1e-08	10000	C00122	R01086
Michaelis constant	M_fum_c	R_FUMt2_2pp	mM	NaN	NaN	NaN	1e-08	10000	C00122	
Michaelis constant	M_fum_c	R_ADSL1r	mM	NaN	NaN	NaN	1e-08	10000	C00122	R01083
Michaelis constant	M_fum_c	R_SUCDi	mM	NaN	NaN	NaN	1e-08	10000	C00122	
Michaelis constant	M_fum_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	C00122	
Michaelis constant	M_akg_p	R_AKGt2rpp	mM	NaN	NaN	NaN	1e-08	10000	C00026	
Michaelis constant	M_akg_p	R_AKGtex	mM	NaN	NaN	NaN	1e-08	10000	C00026	
Michaelis constant	M_acorn_c	R_ACODA	mM	1.8389034	2.0466667	1	1e-08	10000	C00437	R00669
Michaelis constant	M_acorn_c	R_ACOTA	mM	1.0412852	1.31	1	1e-08	10000	C00437	R02283
Michaelis constant	M_glu5sa_c	R_G5SD	mM	2.0028063	2.2	1	1e-08	10000	C01165	R03313
Michaelis constant	M_glu5sa_c	R_G5SADs	mM	NaN	NaN	NaN	1e-08	10000	C01165	R03314
Michaelis constant	M_ile__L_c	R_ILETA	mM	0.93631161	1.2133333	1	1e-08	10000	C00407	R02199
Michaelis constant	M_ile__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	C00407	
Michaelis constant	M_ocACP_c	R_AACPS9	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_ocACP_c	R_EAR80y	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_ocACP_c	R_3OAS100	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_ocACP_c	R_EAR80x	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_ocACP_c	R_FA80ACPHi	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_3dhq_c	R_DHQTi	mM	0.024555442	0.15766667	1	1e-08	10000	C00944	R03084
Michaelis constant	M_3dhq_c	R_DHQS	mM	NaN	NaN	NaN	1e-08	10000	C00944	R03083
Michaelis constant	M_hisp_c	R_HSTPT	mM	NaN	NaN	NaN	1e-08	10000	C01100	R03243
Michaelis constant	M_hisp_c	R_HISTP	mM	0.0023981228	0.049	1	1e-08	10000	C01100	R03013
Michaelis constant	M_so4_e	R_SO4tex	mM	NaN	NaN	NaN	1e-08	10000	C00059	
Michaelis constant	M_so4_e	R_EX_so4_e	mM	NaN	NaN	NaN	1e-08	10000	C00059	
Michaelis constant	M_glu__L_e	R_EX_glu__L_e	mM	NaN	NaN	NaN	1e-08	10000	C00025	
Michaelis constant	M_glu__L_e	R_GLUtex	mM	NaN	NaN	NaN	1e-08	10000	C00025	
Michaelis constant	M_cbp_c	R_ASPCT	mM	0.00078369285	0.028	1	1e-08	10000	C00169	R01397
Michaelis constant	M_cbp_c	R_OCBT	mM	0.043158619	0.21	1	1e-08	10000	C00169	R01398
Michaelis constant	M_cbp_c	R_CBPS	mM	NaN	NaN	NaN	1e-08	10000	C00169	R00575
Michaelis constant	M_3mob_c	R_VALTA	mM	0.81393408	1.1	1	1e-08	10000	C00141	R01214
Michaelis constant	M_3mob_c	R_DHAD1	mM	NaN	NaN	NaN	1e-08	10000	C00141	R04441
Michaelis constant	M_3mob_c	R_IPPS	mM	NaN	NaN	NaN	1e-08	10000	C00141	R01213
Michaelis constant	M_3mob_c	R_VPAMTr	mM	NaN	NaN	NaN	1e-08	10000	C00141	R01215
Michaelis constant	M_3mob_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	C00141	
Michaelis constant	M_suchms_c	R_HSST	mM	3.3653338	3.5	1	1e-08	10000	C01118	R01777
Michaelis constant	M_suchms_c	R_SHSL1	mM	9.9380391	9.9877273	1	1e-08	10000	C01118	R03260
Michaelis constant	M_tpalm2eACP_c	R_EAR160y	mM	NaN	NaN	NaN	1e-08	10000	C05763	
Michaelis constant	M_tpalm2eACP_c	R_EAR160x	mM	NaN	NaN	NaN	1e-08	10000	C05763	
Michaelis constant	M_tpalm2eACP_c	R_3HAD160	mM	NaN	NaN	NaN	1e-08	10000	C05763	R04544
Michaelis constant	M_3hpalmACP_c	R_3OAR160	mM	NaN	NaN	NaN	1e-08	10000	C04633	R04543
Michaelis constant	M_3hpalmACP_c	R_3HAD160	mM	NaN	NaN	NaN	1e-08	10000	C04633	R04544
Michaelis constant	M_gln__L_c	R_ANS	mM	0.12193901	0.36	1	1e-08	10000	C00064	R00986
Michaelis constant	M_gln__L_c	R_CTPS2	mM	0.097121728	0.3193	1	1e-08	10000	C00064	R00573
Michaelis constant	M_gln__L_c	R_GMPS2	mM	NaN	NaN	NaN	1e-08	10000	C00064	R01231
Michaelis constant	M_gln__L_c	R_GLUN	mM	NaN	NaN	NaN	1e-08	10000	C00064	R00256
Michaelis constant	M_gln__L_c	R_GLUPRT	mM	38.329166	38.3422	1	1e-08	10000	C00064	R01072
Michaelis constant	M_gln__L_c	R_PRFGS	mM	0.00089959527	0.03	1	1e-08	10000	C00064	
Michaelis constant	M_gln__L_c	R_CBPS	mM	1.8549685	2.0616615	1	1e-08	10000	C00064	R00575
Michaelis constant	M_gln__L_c	R_GLNabcpp	mM	NaN	NaN	NaN	1e-08	10000	C00064	
Michaelis constant	M_gln__L_c	R_GLUSy	mM	0.060633906	0.25	1	1e-08	10000	C00064	R00114
Michaelis constant	M_gln__L_c	R_IG3PS	mM	NaN	NaN	NaN	1e-08	10000	C00064	R04558
Michaelis constant	M_gln__L_c	R_GLNS	mM	4.8010399	4.9	1	1e-08	10000	C00064	R00253
Michaelis constant	M_gln__L_c	R_ASNS1	mM	1.6744911	1.8936364	1	1e-08	10000	C00064	R00578
Michaelis constant	M_gln__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	C00064	
Michaelis constant	M_3c3hmp_c	R_IPPMIb	mM	NaN	NaN	NaN	1e-08	10000	C02504	R03968
Michaelis constant	M_3c3hmp_c	R_IPPS	mM	NaN	NaN	NaN	1e-08	10000	C02504	R01213
Michaelis constant	M_anth_c	R_ANS	mM	NaN	NaN	NaN	1e-08	10000	C00108	R00986
Michaelis constant	M_anth_c	R_ANPRT	mM	NaN	NaN	NaN	1e-08	10000	C00108	R01073
Michaelis constant	M_pap_c	R_BPNT	mM	0.056009509	0.24	1	1e-08	10000	C00054	R00188
Michaelis constant	M_pap_c	R_PAPSR	mM	NaN	NaN	NaN	1e-08	10000	C00054	R02021
Michaelis constant	M_xmp_c	R_IMPD	mM	NaN	NaN	NaN	1e-08	10000	C00655	R01130
Michaelis constant	M_xmp_c	R_GMPS2	mM	0.0060655765	0.078	1	1e-08	10000	C00655	R01231
Michaelis constant	M_2cpr5p_c	R_IGPS	mM	0.0035676807	0.059783364	1	1e-08	10000	C01302	R03508
Michaelis constant	M_2cpr5p_c	R_PRAIi	mM	NaN	NaN	NaN	1e-08	10000	C01302	R03509
Michaelis constant	M_rib__D_p	R_RIBabcpp	mM	NaN	NaN	NaN	1e-08	10000	C00121	
Michaelis constant	M_rib__D_p	R_RIBtex	mM	NaN	NaN	NaN	1e-08	10000	C00121	
Michaelis constant	M_xyl__D_p	R_XYLt2pp	mM	NaN	NaN	NaN	1e-08	10000	C00181	
Michaelis constant	M_xyl__D_p	R_XYLtex	mM	NaN	NaN	NaN	1e-08	10000	C00181	
Michaelis constant	M_octeACP_c	R_EAR181x	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_octeACP_c	R_ACPPAT181	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_3hhexACP_c	R_3OAR60	mM	NaN	NaN	NaN	1e-08	10000	C05747	R04953
Michaelis constant	M_3hhexACP_c	R_3HAD60	mM	NaN	NaN	NaN	1e-08	10000	C05747	R04954
Michaelis constant	M_t3c5ddeceACP_c	R_3HAD121	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_t3c5ddeceACP_c	R_EAR121x	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_co2_p	R_CO2tpp	mM	NaN	NaN	NaN	1e-08	10000	C00011	
Michaelis constant	M_co2_p	R_CO2tex	mM	NaN	NaN	NaN	1e-08	10000	C00011	
Michaelis constant	M_ala__L_c	R_ALATA_L	mM	NaN	NaN	NaN	1e-08	10000	C00041	R00258
Michaelis constant	M_ala__L_c	R_VPAMTr	mM	NaN	NaN	NaN	1e-08	10000	C00041	R01215
Michaelis constant	M_ala__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	C00041	
Michaelis constant	M_hco3_c	R_HCO3E	mM	NaN	NaN	NaN	1e-08	10000	C00288	R10092
Michaelis constant	M_hco3_c	R_ACCOAC	mM	NaN	NaN	NaN	1e-08	10000	C00288	R00742
Michaelis constant	M_hco3_c	R_AIRC2	mM	NaN	NaN	NaN	1e-08	10000	C00288	
Michaelis constant	M_hco3_c	R_CBPS	mM	8.2242944	8.284	1	1e-08	10000	C00288	R00575
Michaelis constant	M_phe__L_c	R_PHETA1	mM	0.14580024	0.396	1	1e-08	10000	C00079	R00694
Michaelis constant	M_phe__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	C00079	
Michaelis constant	M_mlthf_c	R_TMDS	mM	0.00072945408	0.027013333	1	1e-08	10000	C00143	R02101
Michaelis constant	M_mlthf_c	R_GLYCL	mM	NaN	NaN	NaN	1e-08	10000	C00143	R01221
Michaelis constant	M_mlthf_c	R_GHMT2r	mM	0.00070592826	0.026574	1	1e-08	10000	C00143	R00945
Michaelis constant	M_mlthf_c	R_MTHFD	mM	NaN	NaN	NaN	1e-08	10000	C00143	R01220
Michaelis constant	M_mlthf_c	R_MTHFR2	mM	0.0026770649	0.051775	1	1e-08	10000	C00143	R07168
Michaelis constant	M_mlthf_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	C00143	
Michaelis constant	M_t3c7mrseACP_c	R_EAR141x	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_t3c7mrseACP_c	R_3HAD141	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_t3c11vaceACP_c	R_EAR181x	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_t3c11vaceACP_c	R_3HAD181	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_1pyr5c_c	R_P5CR	mM	0.043158619	0.21	1	1e-08	10000	C03912	R01251
Michaelis constant	M_1pyr5c_c	R_G5SADs	mM	NaN	NaN	NaN	1e-08	10000	C03912	R03314
Michaelis constant	M_acald_p	R_ACALDtex	mM	NaN	NaN	NaN	1e-08	10000	C00084	
Michaelis constant	M_acald_p	R_ACALDtpp	mM	NaN	NaN	NaN	1e-08	10000	C00084	
Michaelis constant	M_2ippm_c	R_IPPMIb	mM	NaN	NaN	NaN	1e-08	10000	C02631	R03968
