!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
Michaelis constant	M_pi_c	R_ACPPAT161	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_ACPPAT180	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_ACPPAT181	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_APH161	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_APH180	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_APH181	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_PIt2rpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_PItpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pi_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_argsuc_c	R_ARGSS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_argsuc_c	R_ARGSL	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nh4_p	R_NH4tpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nh4_p	R_NH4tex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_chor_c	R_ANS	mM	0.00022798401	0.0151	1	1e-08	10000	compou	
Michaelis constant	M_chor_c	R_CHORM	mM	0.14974366	0.40171429	1	1e-08	10000	compou	
Michaelis constant	M_chor_c	R_CHORS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_hom__L_c	R_HSK	mM	11.311221	11.355	1	1e-08	10000	compou	
Michaelis constant	M_hom__L_c	R_HSST	mM	12.720411	12.759418	1	1e-08	10000	compou	
Michaelis constant	M_hom__L_c	R_HSDy	mM	3.7784061	3.9006	1	1e-08	10000	compou	
Michaelis constant	M_dgdp_c	R_NDPK5	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_dgdp_c	R_RNDR2b	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_dgdp_c	R_RNDR2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_q8h2_c	R_DHORD2	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_q8h2_c	R_CYTBDpp	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_q8h2_c	R_CYTBO3_4pp	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_q8h2_c	R_SUCDi	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_q8h2_c	R_NADH16pp	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_3odecACP_c	R_3OAS100	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_3odecACP_c	R_3OAR100	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_tyr__L_c	R_TYRTA	mM	0.21275274	0.4864	1	1e-08	10000	compou	
Michaelis constant	M_tyr__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_cys__L_c	R_CYSS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_cys__L_c	R_SHSL1	mM	0.23425754	0.513125	1	1e-08	10000	compou	
Michaelis constant	M_cys__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_xylu__D_c	R_XYLK	mM	0.083468818	0.295	1	1e-08	10000	compou	
Michaelis constant	M_xylu__D_c	R_XYLI1	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h2s_c	R_CYSS	mM	9.0245928e-05	0.0095	1	1e-08	10000	compou	
Michaelis constant	M_h2s_c	R_SULR	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_e4p_c	R_TALA	mM	0.038978785	0.19936364	1	1e-08	10000	compou	
Michaelis constant	M_e4p_c	R_DDPA	mM	4.9774897	5.0732636	1	1e-08	10000	compou	
Michaelis constant	M_e4p_c	R_TKT2	mM	0.008067393	0.09	1	1e-08	10000	compou	
Michaelis constant	M_trp__L_c	R_TRPS2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_trp__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_acser_c	R_SERAT	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_acser_c	R_CYSS	mM	6.8084572	6.88	1	1e-08	10000	compou	
Michaelis constant	M_lys__L_c	R_DAPDC	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_lys__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_dudp_c	R_NDPK6	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_dudp_c	R_RNDR4	mM	0.047269592	0.22	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_NDPK5	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_NDPK6	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_NDPK8	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_PPCK	mM	0.0035935374	0.06	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_XYLK	mM	8.1396962	8.2	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_RBK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_GLYK	mM	0.008530888	0.09256	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_PYK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_ACKr	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_PPS	mM	0.00078369285	0.028	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_PGK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_ACCOAC	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_ARGSS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_SADT2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_AACPS1	mM	0.086204366	0.3	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_UMPK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_CTPS2	mM	0.0029117577	0.054	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_NDPK7	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_ADK1	mM	0.012576912	0.1125	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_NDPK2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_NDPK4	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_ASNS2	mM	0.07037978	0.27	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_HSK	mM	0.11718866	0.3525	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_DTMPK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_NDPK1	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_GMPS2	mM	0.062411109	0.25375	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_AACPS3	mM	0.086204366	0.3	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_ATPPRT	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_PRPPS	mM	0.00052886013	0.023	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_ASPK	mM	2.5529337	2.72	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_GLYCK2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_PRAGSr	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_PRFGS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_AIRC2	mM	0.00075047834	0.0274	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_CBPS	mM	0.33319832	0.62713733	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_GLU5K	mM	6.7949893	6.8666667	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_ADSK	mM	9.9995e-05	0.01	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_SULabcpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_ATPS4rpp	mM	0.028889135	0.1712	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_GK1	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_PRASCSi	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_RIBabcpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_GLNabcpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_ACGK	mM	3.9639926	4.08125	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_GNK	mM	0.0070312374	0.084	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_ATPM	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_SHKK	mM	0.02527848	0.16	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_GLNS	mM	0.054505452	0.23666667	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_SUCOAS	mM	0.0082379011	0.09095	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_PRAIS	mM	0.0022300745	0.04725	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_AACPS8	mM	0.086204366	0.3	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_AACPS9	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_AACPS6	mM	0.086204366	0.3	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_AACPS7	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_PFK	mM	0.0072695358	0.085416667	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_ASNS1	mM	0.040505369	0.20330769	1	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_RNTR1c2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_atp_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_indole_c	R_TRPS2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_indole_c	R_TRPS3	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_eig3p_c	R_IGPDH	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_eig3p_c	R_IG3PS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_26dap__M_c	R_DAPE	mM	0.12193901	0.36	1	1e-08	10000	compou	
Michaelis constant	M_26dap__M_c	R_DAPDC	mM	1.4652882	1.7	1	1e-08	10000	compou	
Michaelis constant	M_26dap__M_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_thf_c	R_GLYCL	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_thf_c	R_GHMT2r	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_thf_c	R_GARFT	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_thf_c	R_METS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_thf_c	R_DHFR	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_thf_c	R_AICART	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_thf_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_orot5p_c	R_OMPDC	mM	4.1989518e-05	0.00648	1	1e-08	10000	compou	
Michaelis constant	M_orot5p_c	R_ORPT	mM	0.01569569	0.125775	1	1e-08	10000	compou	
Michaelis constant	M_h_e	R_EX_h_e	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_h_e	R_Htex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_gln__L_p	R_GLNtex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_gln__L_p	R_GLNabcpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_glyc_p	R_GLYCtex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_glyc_p	R_GLYCtpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_5caiz_c	R_AIRC3	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_5caiz_c	R_AIRC2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_mal__L_p	R_MALt2_2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_mal__L_p	R_MALtex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_3hcpalm9eACP_c	R_3HAD161	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_3hcpalm9eACP_c	R_3OAR161	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_3ocpalm9eACP_c	R_3OAS161	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_3ocpalm9eACP_c	R_3OAR161	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_butACP_c	R_3OAS60	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_butACP_c	R_EAR40x	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_dttp_c	R_NDPK4	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_dttp_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ttdca_c	R_AACPS1	mM	0.0033007979	0.0575	1	1e-08	10000		
Michaelis constant	M_ttdca_c	R_FA140ACPHi	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_lac__D_e	R_EX_lac__D_e	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_lac__D_e	R_D_LACtex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_trdox_c	R_RNDR1	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_trdox_c	R_RNDR3	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_trdox_c	R_RNDR4	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_trdox_c	R_TRDR	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_trdox_c	R_PAPSR	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_trdox_c	R_RNDR2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_3ig3p_c	R_IGPS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_3ig3p_c	R_TRPS3	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_sl26da_c	R_SDPDS	mM	1.1392269	1.4	1	1e-08	10000	compou	
Michaelis constant	M_sl26da_c	R_SDPTA	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_3hoctACP_c	R_3HAD80	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_3hoctACP_c	R_3OAR80	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_dctp_c	R_NDPK7	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_dctp_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_toctd2eACP_c	R_EAR180x	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_toctd2eACP_c	R_EAR180y	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_toctd2eACP_c	R_3HAD180	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_grxrd_c	R_GRXR	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_grxrd_c	R_RNDR1b	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_grxrd_c	R_RNDR2b	mM	NaN	NaN	NaN	1e-08	10000		
Michaelis constant	M_ru5p__D_c	R_RPE	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ru5p__D_c	R_GND	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ru5p__D_c	R_RPI	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ru5p__D_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_23dhmb_c	R_DHAD1	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_23dhmb_c	R_KARA1	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pran_c	R_ANPRT	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_pran_c	R_PRAIi	mM	2.6866584e-05	0.0051833333	1	1e-08	10000	compou	
Michaelis constant	M_glcn_c	R_GNK	mM	0.0083072013	0.091333333	1	1e-08	10000	compou	
Michaelis constant	M_glcn_c	R_GLCNt2rpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_paps_c	R_PAPSR	mM	0.0005061219	0.0225	1	1e-08	10000	compou	
Michaelis constant	M_paps_c	R_ADSK	mM	0.12839329	0.37	1	1e-08	10000	compou	
Michaelis constant	M_utp_c	R_CTPS2	mM	0.0023981228	0.049	1	1e-08	10000	compou	
Michaelis constant	M_utp_c	R_NDPK2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_utp_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_dhor__S_c	R_DHORTS	mM	0.071137027	0.2715	1	1e-08	10000	compou	
Michaelis constant	M_dhor__S_c	R_DHORD5	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_dhor__S_c	R_DHORD2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_glyc_e	R_EX_glyc_e	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_glyc_e	R_GLYCtex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_4mop_c	R_LEUTAi	mM	0.21560747	0.49	1	1e-08	10000	compou	
Michaelis constant	M_4mop_c	R_OMCDC	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_fdp_c	R_FBP	mM	0.0021537814	0.046433846	1	1e-08	10000	compou	
Michaelis constant	M_fdp_c	R_FBA	mM	0.27577195	0.5625	1	1e-08	10000	compou	
Michaelis constant	M_fdp_c	R_PFK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_dtmp_c	R_TMDS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_dtmp_c	R_DTMPK	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_gdp_c	R_SADT2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_gdp_c	R_ADSS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_gdp_c	R_NDPK1	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_gdp_c	R_GK1	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_gdp_c	R_RNDR2b	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_gdp_c	R_RNDR2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_o2_p	R_O2tpp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_o2_p	R_O2tex	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_datp_c	R_NDPK8	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_datp_c	R_RNTR1c2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_datp_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_PPA	mM	0.07122139	0.27166667	1	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_ORPT	mM	0.013481074	0.1165	1	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_ANPRT	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_ARGSS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_SADT2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_AACPS1	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_ASNS2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_GMPS2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_AACPS3	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_ATPPRT	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_PRATPP	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_GLUPRT	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_DUTPDP	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_AACPS8	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_AACPS9	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_AACPS6	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_AACPS7	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_ASNS1	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_ppi_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_SHK3Dr	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_G5SD	mM	0.013138408	0.115	1	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_ICDHyr	mM	0.0015354607	0.0392	1	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_GTHOr	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_KARA1	mM	0.00091615586	0.030275	1	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_KARA2	mM	0.00091615586	0.030275	1	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_AGPR	mM	0.028491234	0.17	1	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_DHDPRy	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_TRDR	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_NADTRHD	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_G3PD2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_P5CR	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_ASAD	mM	0.008067393	0.09	1	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_SULR	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_GND	mM	0.0023981228	0.049	1	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_G6PDH2r	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_ME2	mM	0.0017207688	0.0415	1	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_HSDy	mM	0.0053148574	0.073	1	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_THD2pp	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_MTHFD	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_GLUDy	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_DHFR	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_GLUSy	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_3OAR121	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_3OAR120	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_EAR180y	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_EAR80y	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_EAR120y	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_3OAR181	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_3OAR140	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_EAR160y	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_3OAR160	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_EAR100y	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_3OAR141	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_3OAR161	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_3OAR60	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_3OAR80	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_EAR140y	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_3OAR40	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_3OAR100	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_EAR60y	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_3OAR180	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_FLDR2	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_nadp_c	R_RBIO	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_glu__L_c	R_ALATA_L	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_glu__L_c	R_ASPTA	mM	19.040497	19.066667	1	1e-08	10000	compou	
Michaelis constant	M_glu__L_c	R_ILETA	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_glu__L_c	R_VALTA	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_glu__L_c	R_ANS	mM	NaN	NaN	NaN	1e-08	10000	compou	
Michaelis constant	M_glu__L_c	R_LEUTAi	mM	NaN	NaN	NaN	1e-08	10000	compou	
